name,points,challenge,elibigility
avvio_fa,1510,"{'challenge_name': ['TommyCam', 'beer sales', 'think_twice', 'iRobots (web)', 'colors (crypto)', 'welcome'], 'challenge_category': ['osint', 'osint', 'forensics', 'beginner', 'beginner', 'welcome'], 'challenge_points': ['300', '300', '300', '300', '300', '10'], 'solve_time': ['2024-11-04T03:29:28.383546Z', '2024-11-04T03:22:34.368484Z', '2024-11-04T02:15:00.996204Z', '2024-11-04T01:24:45.066798Z', '2024-11-04T01:10:11.996273Z', '2024-11-04T01:03:11.045582Z']}","Casual (No prizes, teams allowed)"
kunaininja,1500,"{'challenge_name': ['pineapple', 'Computer Has Virus', 'think_twice', 'weirdtraffic (forensics)', 'iRobots (web)'], 'challenge_category': ['forensics', 'forensics', 'forensics', 'beginner', 'beginner'], 'challenge_points': ['300', '300', '300', '300', '300'], 'solve_time': ['2024-11-02T09:52:29.337954Z', '2024-11-02T09:27:30.530205Z', '2024-11-02T09:18:01.973061Z', '2024-11-02T09:16:00.141688Z', '2024-11-02T05:55:09.490154Z']}","Casual (No prizes, teams allowed)"
M4nu,1500,"{'challenge_name': ['tictactocket', ""Tommy's Artventures"", 'weirdtraffic (forensics)', 'iRobots (web)', 'colors (crypto)'], 'challenge_category': ['web', 'web', 'beginner', 'beginner', 'beginner'], 'challenge_points': ['300', '300', '300', '300', '300'], 'solve_time': ['2024-11-02T14:26:26.436179Z', '2024-11-02T12:27:08.105738Z', '2024-11-02T12:05:15.931039Z', '2024-11-02T12:00:00.949184Z', '2024-11-02T11:56:38.645030Z']}","Competitive (Individual, for prizes)"
boogeyman,1500,"{'challenge_name': ['tictactocket', 'beer sales', 'colors (crypto)', ""Tommy's Artventures"", 'iRobots (web)'], 'challenge_category': ['web', 'osint', 'beginner', 'web', 'beginner'], 'challenge_points': ['300', '300', '300', '300', '300'], 'solve_time': ['2024-11-02T14:30:49.356675Z', '2024-11-02T14:21:07.212317Z', '2024-11-02T12:45:10.252910Z', '2024-11-02T12:36:15.085311Z', '2024-11-02T11:56:39.409073Z']}","Competitive (Individual, for prizes)"
sasori_rose,1500,"{'challenge_name': ['Computer Has Virus', 'weirdtraffic (forensics)', 'pineapple', 'think_twice', 'iRobots (web)'], 'challenge_category': ['forensics', 'beginner', 'forensics', 'forensics', 'beginner'], 'challenge_points': ['300', '300', '300', '300', '300'], 'solve_time': ['2024-11-02T16:12:38.045028Z', '2024-11-02T14:59:31.683522Z', '2024-11-02T14:47:00.584257Z', '2024-11-02T13:49:02.334085Z', '2024-11-02T13:13:18.851799Z']}","Competitive (Individual, for prizes)"
Hidori,1500,"{'challenge_name': ['concoction (rev)', 'Computer Has Virus', 'pineapple', 'think_twice', 'weirdtraffic (forensics)'], 'challenge_category': ['beginner', 'forensics', 'forensics', 'forensics', 'beginner'], 'challenge_points': ['300', '300', '300', '300', '300'], 'solve_time': ['2024-11-03T17:09:04.000252Z', '2024-11-03T06:58:43.597092Z', '2024-11-03T06:39:01.037949Z', '2024-11-03T06:23:05.745020Z', '2024-11-03T06:21:56.474002Z']}","Competitive (Individual, for prizes)"
0xn1t5u,1500,"{'challenge_name': ['decipherium', 'concoction (rev)', 'iRobots (web)', 'weirdtraffic (forensics)', 'colors (crypto)'], 'challenge_category': ['crypto', 'beginner', 'beginner', 'beginner', 'beginner'], 'challenge_points': ['300', '300', '300', '300', '300'], 'solve_time': ['2024-11-03T19:15:34.788273Z', '2024-11-03T18:37:21.871030Z', '2024-11-03T17:05:18.319961Z', '2024-11-03T17:04:28.743403Z', '2024-11-03T17:02:07.962550Z']}","Casual (No prizes, teams allowed)"
kule,1500,"{'challenge_name': ['think_twice', 'colors (crypto)', 'decipherium', 'weirdtraffic (forensics)', 'iRobots (web)'], 'challenge_category': ['forensics', 'beginner', 'crypto', 'beginner', 'beginner'], 'challenge_points': ['300', '300', '300', '300', '300'], 'solve_time': ['2024-11-04T02:22:57.219906Z', '2024-11-04T02:19:09.316566Z', '2024-11-04T02:16:42.649066Z', '2024-11-04T02:10:10.688627Z', '2024-11-02T09:07:37.431276Z']}","Competitive (Individual, for prizes)"
Kheshig,1500,"{'challenge_name': ['iRobots (web)', 'think_twice', 'decipherium', 'weirdtraffic (forensics)', 'colors (crypto)'], 'challenge_category': ['beginner', 'forensics', 'crypto', 'beginner', 'beginner'], 'challenge_points': ['300', '300', '300', '300', '300'], 'solve_time': ['2024-11-04T02:30:30.133817Z', '2024-11-04T02:30:11.477711Z', '2024-11-04T02:29:56.238270Z', '2024-11-04T02:29:35.515870Z', '2024-11-04T02:29:17.546454Z']}","Competitive (Individual, for prizes)"
AuroraDawn,1418,"{'challenge_name': ['basic rust rev', 'trynewthings', 'Reader', 'Portal'], 'challenge_category': ['rev', 'rev', 'pwn', 'pwn'], 'challenge_points': ['366', '316', '436', '300'], 'solve_time': ['2024-11-02T10:16:06.092448Z', '2024-11-02T10:11:30.786050Z', '2024-11-02T10:06:02.147632Z', '2024-11-02T09:25:36.308122Z']}","Casual (No prizes, teams allowed)"
hackerxoxo,1418,"{'challenge_name': ['basic rust rev', 'trynewthings', 'Reader', 'Portal'], 'challenge_category': ['rev', 'rev', 'pwn', 'pwn'], 'challenge_points': ['366', '316', '436', '300'], 'solve_time': ['2024-11-03T09:21:51.433847Z', '2024-11-02T18:55:19.067347Z', '2024-11-02T09:10:49.775882Z', '2024-11-02T07:46:22.547310Z']}","Competitive (Individual, for prizes)"
Hiiden,1336,"{'challenge_name': ['think_twice', 'weirdtraffic (forensics)', 'Portal', 'Reader'], 'challenge_category': ['forensics', 'beginner', 'pwn', 'pwn'], 'challenge_points': ['300', '300', '300', '436'], 'solve_time': ['2024-11-02T22:07:10.492588Z', '2024-11-02T21:51:07.899077Z', '2024-11-02T18:22:31.008200Z', '2024-11-02T17:55:36.641443Z']}","Competitive (Individual, for prizes)"
daeisbae,1329,"{'challenge_name': ['tictactocket', 'Spooky Query Leaks', 'iRobots (web)', ""Tommy's Artventures"", 'welcome'], 'challenge_category': ['web', 'web', 'beginner', 'web', 'welcome'], 'challenge_points': ['300', '419', '300', '300', '10'], 'solve_time': ['2024-11-02T23:28:16.164595Z', '2024-11-02T21:55:08.977014Z', '2024-11-02T20:54:57.602242Z', '2024-11-02T20:45:05.694441Z', '2024-11-02T20:39:42.580348Z']}","Casual (No prizes, teams allowed)"
NamelessKing,1329,"{'challenge_name': ['Spooky Query Leaks', ""Tommy's Artventures"", 'tictactocket', 'iRobots (web)', 'welcome'], 'challenge_category': ['web', 'web', 'web', 'beginner', 'welcome'], 'challenge_points': ['419', '300', '300', '300', '10'], 'solve_time': ['2024-11-03T12:06:45.467194Z', '2024-11-02T12:20:51.441321Z', '2024-11-02T09:21:04.532679Z', '2024-11-02T09:04:23.333757Z', '2024-11-02T08:59:20.225243Z']}","Casual (No prizes, teams allowed)"
zzwxbj,1329,"{'challenge_name': ['Spooky Query Leaks', 'tictactocket', 'iRobots (web)', ""Tommy's Artventures"", 'welcome'], 'challenge_category': ['web', 'web', 'beginner', 'web', 'welcome'], 'challenge_points': ['419', '300', '300', '300', '10'], 'solve_time': ['2024-11-03T14:01:36.709882Z', '2024-11-03T13:28:18.708686Z', '2024-11-03T13:16:44.952963Z', '2024-11-03T12:54:36.259303Z', '2024-11-03T12:45:44.957570Z']}","Casual (No prizes, teams allowed)"
Achux21,1319,"{'challenge_name': ['weirdtraffic (forensics)', 'iRobots (web)', 'Spooky Query Leaks', ""Tommy's Artventures""], 'challenge_category': ['beginner', 'beginner', 'web', 'web'], 'challenge_points': ['300', '300', '419', '300'], 'solve_time': ['2024-11-03T10:31:32.998097Z', '2024-11-02T11:10:20.453715Z', '2024-11-02T11:08:14.754404Z', '2024-11-02T10:37:29.062584Z']}","Competitive (Individual, for prizes)"
KXTI_hak4snoy,1291,"{'challenge_name': ['Redwoods', 'tictactocket', 'Computer Has Virus', 'think_twice'], 'challenge_category': ['misc', 'web', 'forensics', 'forensics'], 'challenge_points': ['391', '300', '300', '300'], 'solve_time': ['2024-11-02T17:05:51.631543Z', '2024-11-02T16:22:46.917899Z', '2024-11-02T13:31:48.999974Z', '2024-11-02T13:00:32.083841Z']}","Casual (No prizes, teams allowed)"
ngloc2411,1226,"{'challenge_name': ['Computer Has Virus', 'concoction (rev)', 'pineapple', 'trynewthings', 'welcome'], 'challenge_category': ['forensics', 'beginner', 'forensics', 'rev', 'welcome'], 'challenge_points': ['300', '300', '300', '316', '10'], 'solve_time': ['2024-11-02T16:10:09.492052Z', '2024-11-02T14:54:28.569299Z', '2024-11-02T14:20:42.582424Z', '2024-11-02T13:31:17.301399Z', '2024-11-02T13:18:24.294050Z']}","Competitive (Individual, for prizes)"
dauntless,1221,"{'challenge_name': ['beer sales', 'Survey', 'think_twice', 'weirdtraffic (forensics)', 'colors (crypto)', 'welcome'], 'challenge_category': ['osint', 'feedback', 'forensics', 'beginner', 'beginner', 'welcome'], 'challenge_points': ['300', '11', '300', '300', '300', '10'], 'solve_time': ['2024-11-03T05:04:40.374975Z', '2024-11-03T05:03:50.420722Z', '2024-11-02T16:14:18.636087Z', '2024-11-02T16:09:37.311850Z', '2024-11-02T14:04:54.181573Z', '2024-11-02T14:03:10.701767Z']}","Casual (No prizes, teams allowed)"
Dark Devil,1221,"{'challenge_name': ['Survey', 'beer sales', 'tictactocket', 'iRobots (web)', 'weirdtraffic (forensics)', 'welcome'], 'challenge_category': ['feedback', 'osint', 'web', 'beginner', 'beginner', 'welcome'], 'challenge_points': ['11', '300', '300', '300', '300', '10'], 'solve_time': ['2024-11-03T05:26:02.740167Z', '2024-11-02T07:42:52.172169Z', '2024-11-02T06:39:16.353933Z', '2024-11-02T03:33:34.203754Z', '2024-11-02T03:32:12.387851Z', '2024-11-02T03:20:53.303444Z']}","Competitive (Individual, for prizes)"
ChingChong,1221,"{'challenge_name': ['television', 'Survey', 'weirdtraffic (forensics)', 'iRobots (web)', 'colors (crypto)', 'welcome'], 'challenge_category': ['osint', 'feedback', 'beginner', 'beginner', 'beginner', 'welcome'], 'challenge_points': ['300', '11', '300', '300', '300', '10'], 'solve_time': ['2024-11-03T06:46:56.575657Z', '2024-11-03T03:31:58.885668Z', '2024-11-02T12:35:46.210458Z', '2024-11-02T11:59:42.704503Z', '2024-11-02T11:50:37.144762Z', '2024-11-02T11:37:57.538855Z']}","Competitive (Individual, for prizes)"
Abin,1221,"{'challenge_name': [""Tommy's Artventures"", 'iRobots (web)', 'weirdtraffic (forensics)', 'colors (crypto)', 'Survey', 'welcome'], 'challenge_category': ['web', 'beginner', 'beginner', 'beginner', 'feedback', 'welcome'], 'challenge_points': ['300', '300', '300', '300', '11', '10'], 'solve_time': ['2024-11-03T07:48:56.784607Z', '2024-11-03T07:14:24.717411Z', '2024-11-03T07:13:01.530552Z', '2024-11-03T07:11:43.943297Z', '2024-11-03T07:11:04.943860Z', '2024-11-03T07:09:28.541509Z']}","Casual (No prizes, teams allowed)"
1thr00n3r,1221,"{'challenge_name': ['Survey', 'colors (crypto)', 'think_twice', 'weirdtraffic (forensics)', 'iRobots (web)', 'welcome'], 'challenge_category': ['feedback', 'beginner', 'forensics', 'beginner', 'beginner', 'welcome'], 'challenge_points': ['11', '300', '300', '300', '300', '10'], 'solve_time': ['2024-11-03T09:20:47.168757Z', '2024-11-02T07:49:01.796021Z', '2024-11-02T07:47:51.105906Z', '2024-11-02T07:45:08.861646Z', '2024-11-02T07:30:38.598395Z', '2024-11-02T07:28:15.885348Z']}","Competitive (Individual, for prizes)"
Hamoodeh,1221,"{'challenge_name': ['television', 'weirdtraffic (forensics)', 'colors (crypto)', 'think_twice', 'Survey', 'welcome'], 'challenge_category': ['osint', 'beginner', 'beginner', 'forensics', 'feedback', 'welcome'], 'challenge_points': ['300', '300', '300', '300', '11', '10'], 'solve_time': ['2024-11-03T13:31:38.169360Z', '2024-11-03T13:02:38.407920Z', '2024-11-03T12:59:24.696152Z', '2024-11-03T11:55:35.964492Z', '2024-11-03T11:51:20.324390Z', '2024-11-03T11:50:32.609154Z']}","Competitive (Individual, for prizes)"
krish,1221,"{'challenge_name': ['decipherium', 'iRobots (web)', 'Survey', 'weirdtraffic (forensics)', 'colors (crypto)', 'welcome'], 'challenge_category': ['crypto', 'beginner', 'feedback', 'beginner', 'beginner', 'welcome'], 'challenge_points': ['300', '300', '11', '300', '300', '10'], 'solve_time': ['2024-11-03T17:03:00.936626Z', '2024-11-03T12:11:24.963249Z', '2024-11-03T11:48:35.681100Z', '2024-11-02T17:04:39.297567Z', '2024-11-02T16:51:13.745313Z', '2024-11-02T15:16:00.434621Z']}","Competitive (Individual, for prizes)"
swimmingfool,1221,"{'challenge_name': ['weirdtraffic (forensics)', 'think_twice', 'decipherium', 'colors (crypto)', 'Survey', 'welcome'], 'challenge_category': ['beginner', 'forensics', 'crypto', 'beginner', 'feedback', 'welcome'], 'challenge_points': ['300', '300', '300', '300', '11', '10'], 'solve_time': ['2024-11-03T17:11:45.675890Z', '2024-11-03T16:49:09.541865Z', '2024-11-03T16:09:12.893142Z', '2024-11-03T15:53:59.674429Z', '2024-11-03T15:48:41.140475Z', '2024-11-03T15:47:15.784985Z']}","Casual (No prizes, teams allowed)"
my lungs hurt,1221,"{'challenge_name': ['Survey', ""Tommy's Artventures"", 'iRobots (web)', 'weirdtraffic (forensics)', 'colors (crypto)', 'welcome'], 'challenge_category': ['feedback', 'web', 'beginner', 'beginner', 'beginner', 'welcome'], 'challenge_points': ['11', '300', '300', '300', '300', '10'], 'solve_time': ['2024-11-03T23:55:59.909786Z', '2024-11-03T09:22:50.071892Z', '2024-11-02T16:48:05.759939Z', '2024-11-02T16:42:11.195646Z', '2024-11-02T16:39:06.107008Z', '2024-11-02T12:57:12.395549Z']}","Casual (No prizes, teams allowed)"
w1thre,1221,"{'challenge_name': ['Survey', 'colors (crypto)', ""Tommy's Artventures"", 'weirdtraffic (forensics)', 'iRobots (web)', 'welcome'], 'challenge_category': ['feedback', 'beginner', 'web', 'beginner', 'beginner', 'welcome'], 'challenge_points': ['11', '300', '300', '300', '300', '10'], 'solve_time': ['2024-11-04T00:22:03.856714Z', '2024-11-02T15:23:54.663628Z', '2024-11-02T15:02:17.532055Z', '2024-11-02T14:47:00.405755Z', '2024-11-02T14:41:26.542527Z', '2024-11-02T11:34:29.559450Z']}","Competitive (Individual, for prizes)"
nguyenlong05,1210,"{'challenge_name': ['think_twice', 'weirdtraffic (forensics)', 'concoction (rev)', 'iRobots (web)', 'welcome'], 'challenge_category': ['forensics', 'beginner', 'beginner', 'beginner', 'welcome'], 'challenge_points': ['300', '300', '300', '300', '10'], 'solve_time': ['2024-11-02T03:26:01.839805Z', '2024-11-02T03:18:06.583312Z', '2024-11-02T03:17:32.886012Z', '2024-11-02T03:10:05.339867Z', '2024-11-02T03:09:41.082150Z']}","Casual (No prizes, teams allowed)"
vdat,1210,"{'challenge_name': ['TommyCam', 'beer sales', 'iRobots (web)', 'colors (crypto)', 'welcome'], 'challenge_category': ['osint', 'osint', 'beginner', 'beginner', 'welcome'], 'challenge_points': ['300', '300', '300', '300', '10'], 'solve_time': ['2024-11-02T04:00:08.941993Z', '2024-11-02T03:46:04.005650Z', '2024-11-02T03:36:42.341919Z', '2024-11-02T03:31:18.006808Z', '2024-11-02T03:27:35.812534Z']}","Casual (No prizes, teams allowed)"
Kanish,1210,"{'challenge_name': ['beer sales', 'unpopcorn', 'weirdtraffic (forensics)', 'iRobots (web)', 'welcome'], 'challenge_category': ['osint', 'crypto', 'beginner', 'beginner', 'welcome'], 'challenge_points': ['300', '300', '300', '300', '10'], 'solve_time': ['2024-11-02T04:03:00.943216Z', '2024-11-02T03:39:40.102776Z', '2024-11-02T03:09:05.422044Z', '2024-11-02T03:04:04.738220Z', '2024-11-02T03:00:38.157958Z']}","Competitive (Individual, for prizes)"
Gengg.,1210,"{'challenge_name': ['think_twice', 'weirdtraffic (forensics)', 'iRobots (web)', 'colors (crypto)', 'welcome'], 'challenge_category': ['forensics', 'beginner', 'beginner', 'beginner', 'welcome'], 'challenge_points': ['300', '300', '300', '300', '10'], 'solve_time': ['2024-11-02T04:07:17.457118Z', '2024-11-02T03:27:37.147896Z', '2024-11-02T03:24:27.793920Z', '2024-11-02T03:23:14.425150Z', '2024-11-02T03:20:16.831688Z']}","Casual (No prizes, teams allowed)"
AngryBird,1210,"{'challenge_name': ['TommyCam', 'iRobots (web)', 'weirdtraffic (forensics)', 'colors (crypto)', 'welcome'], 'challenge_category': ['osint', 'beginner', 'beginner', 'beginner', 'welcome'], 'challenge_points': ['300', '300', '300', '300', '10'], 'solve_time': ['2024-11-02T05:47:49.871075Z', '2024-11-02T04:40:07.056952Z', '2024-11-02T04:39:01.439934Z', '2024-11-02T04:27:38.280291Z', '2024-11-02T04:19:52.281710Z']}","Competitive (Individual, for prizes)"
maple_1031,1210,"{'challenge_name': ['think_twice', 'iRobots (web)', 'weirdtraffic (forensics)', 'colors (crypto)', 'welcome'], 'challenge_category': ['forensics', 'beginner', 'beginner', 'beginner', 'welcome'], 'challenge_points': ['300', '300', '300', '300', '10'], 'solve_time': ['2024-11-02T06:02:38.291302Z', '2024-11-02T03:50:11.222102Z', '2024-11-02T03:48:20.381086Z', '2024-11-02T03:28:54.177670Z', '2024-11-02T03:19:42.867559Z']}","Casual (No prizes, teams allowed)"
lone_wolf_13,1210,"{'challenge_name': ['iRobots (web)', 'concoction (rev)', 'weirdtraffic (forensics)', 'colors (crypto)', 'welcome'], 'challenge_category': ['beginner', 'beginner', 'beginner', 'beginner', 'welcome'], 'challenge_points': ['300', '300', '300', '300', '10'], 'solve_time': ['2024-11-02T06:08:56.743772Z', '2024-11-02T06:07:32.480912Z', '2024-11-02T06:06:52.012521Z', '2024-11-02T06:06:24.416780Z', '2024-11-02T06:05:57.533709Z']}","Competitive (Individual, for prizes)"
noname,1210,"{'challenge_name': ['weirdtraffic (forensics)', 'beer sales', 'iRobots (web)', 'concoction (rev)', 'welcome'], 'challenge_category': ['beginner', 'osint', 'beginner', 'beginner', 'welcome'], 'challenge_points': ['300', '300', '300', '300', '10'], 'solve_time': ['2024-11-02T07:06:46.099620Z', '2024-11-02T04:13:19.567619Z', '2024-11-02T04:06:15.921874Z', '2024-11-02T03:20:46.847063Z', '2024-11-02T03:03:09.399175Z']}","Competitive (Individual, for prizes)"
saro,1210,"{'challenge_name': ['concoction (rev)', 'decipherium', 'unpopcorn', 'colors (crypto)', 'welcome'], 'challenge_category': ['beginner', 'crypto', 'crypto', 'beginner', 'welcome'], 'challenge_points': ['300', '300', '300', '300', '10'], 'solve_time': ['2024-11-02T07:47:43.628857Z', '2024-11-02T07:06:52.838730Z', '2024-11-02T05:27:54.439226Z', '2024-11-02T03:11:11.299300Z', '2024-11-02T03:06:10.192309Z']}","Competitive (Individual, for prizes)"
HAIDAR,1210,"{'challenge_name': ['think_twice', 'iRobots (web)', 'weirdtraffic (forensics)', 'colors (crypto)', 'welcome'], 'challenge_category': ['forensics', 'beginner', 'beginner', 'beginner', 'welcome'], 'challenge_points': ['300', '300', '300', '300', '10'], 'solve_time': ['2024-11-02T08:46:32.288021Z', '2024-11-02T08:30:47.344781Z', '2024-11-02T08:30:22.603401Z', '2024-11-02T08:28:42.732645Z', '2024-11-02T08:25:02.232136Z']}","Competitive (Individual, for prizes)"
asd,1210,"{'challenge_name': ['Portal', 'weirdtraffic (forensics)', ""Tommy's Artventures"", 'welcome', 'iRobots (web)'], 'challenge_category': ['pwn', 'beginner', 'web', 'welcome', 'beginner'], 'challenge_points': ['300', '300', '300', '10', '300'], 'solve_time': ['2024-11-02T09:22:55.982295Z', '2024-11-02T08:32:24.594193Z', '2024-11-02T08:24:33.994785Z', '2024-11-02T08:11:36.443355Z', '2024-11-02T07:53:02.893983Z']}","Competitive (Individual, for prizes)"
bluecapture,1210,"{'challenge_name': ['weirdtraffic (forensics)', 'think_twice', 'iRobots (web)', 'colors (crypto)', 'welcome'], 'challenge_category': ['beginner', 'forensics', 'beginner', 'beginner', 'welcome'], 'challenge_points': ['300', '300', '300', '300', '10'], 'solve_time': ['2024-11-02T10:23:12.128690Z', '2024-11-02T10:17:17.211019Z', '2024-11-02T10:07:21.351272Z', '2024-11-02T10:06:27.638539Z', '2024-11-02T10:01:56.380345Z']}","Casual (No prizes, teams allowed)"
MrCoffeeEater,1210,"{'challenge_name': ['concoction (rev)', 'iRobots (web)', 'weirdtraffic (forensics)', 'colors (crypto)', 'welcome'], 'challenge_category': ['beginner', 'beginner', 'beginner', 'beginner', 'welcome'], 'challenge_points': ['300', '300', '300', '300', '10'], 'solve_time': ['2024-11-02T12:47:46.791332Z', '2024-11-02T11:39:40.666275Z', '2024-11-02T11:35:30.581219Z', '2024-11-02T11:32:38.155605Z', '2024-11-02T11:29:54.413740Z']}","Casual (No prizes, teams allowed)"
unknownsquad,1210,"{'challenge_name': ['think_twice', 'Portal', 'welcome', 'iRobots (web)', 'colors (crypto)'], 'challenge_category': ['forensics', 'pwn', 'welcome', 'beginner', 'beginner'], 'challenge_points': ['300', '300', '10', '300', '300'], 'solve_time': ['2024-11-02T12:57:29.992205Z', '2024-11-02T12:48:30.723854Z', '2024-11-02T12:33:55.199957Z', '2024-11-02T12:23:40.856084Z', '2024-11-02T12:23:21.918166Z']}","Casual (No prizes, teams allowed)"
Wixter_07,1210,"{'challenge_name': ['think_twice', 'iRobots (web)', 'weirdtraffic (forensics)', 'colors (crypto)', 'welcome'], 'challenge_category': ['forensics', 'beginner', 'beginner', 'beginner', 'welcome'], 'challenge_points': ['300', '300', '300', '300', '10'], 'solve_time': ['2024-11-02T13:23:37.752982Z', '2024-11-02T13:15:59.346641Z', '2024-11-02T13:15:30.534195Z', '2024-11-02T13:13:53.086316Z', '2024-11-02T13:11:45.268882Z']}","Casual (No prizes, teams allowed)"
0xdanii,1210,"{'challenge_name': ['think_twice', 'welcome', 'iRobots (web)', 'weirdtraffic (forensics)', 'colors (crypto)'], 'challenge_category': ['forensics', 'welcome', 'beginner', 'beginner', 'beginner'], 'challenge_points': ['300', '10', '300', '300', '300'], 'solve_time': ['2024-11-02T13:39:01.633634Z', '2024-11-02T13:34:44.694260Z', '2024-11-02T13:34:13.988860Z', '2024-11-02T13:31:38.045686Z', '2024-11-02T13:28:13.279588Z']}","Casual (No prizes, teams allowed)"
Yousuf,1210,"{'challenge_name': ['think_twice', 'iRobots (web)', 'weirdtraffic (forensics)', 'colors (crypto)', 'welcome'], 'challenge_category': ['forensics', 'beginner', 'beginner', 'beginner', 'welcome'], 'challenge_points': ['300', '300', '300', '300', '10'], 'solve_time': ['2024-11-02T14:06:25.297752Z', '2024-11-02T13:56:53.101755Z', '2024-11-02T13:56:26.754062Z', '2024-11-02T13:42:29.935692Z', '2024-11-02T13:37:58.768459Z']}","Competitive (Individual, for prizes)"
rival,1210,"{'challenge_name': ['Portal', 'think_twice', 'colors (crypto)', ""Tommy's Artventures"", 'welcome'], 'challenge_category': ['pwn', 'forensics', 'beginner', 'web', 'welcome'], 'challenge_points': ['300', '300', '300', '300', '10'], 'solve_time': ['2024-11-02T15:18:40.757265Z', '2024-11-02T15:07:16.318110Z', '2024-11-02T15:02:01.515225Z', '2024-11-02T14:59:04.189981Z', '2024-11-02T14:33:03.781473Z']}","Competitive (Individual, for prizes)"
spikey,1210,"{'challenge_name': ['weirdtraffic (forensics)', 'TommyCam', 'iRobots (web)', 'colors (crypto)', 'welcome'], 'challenge_category': ['beginner', 'osint', 'beginner', 'beginner', 'welcome'], 'challenge_points': ['300', '300', '300', '300', '10'], 'solve_time': ['2024-11-02T15:38:39.946438Z', '2024-11-02T03:51:18.590240Z', '2024-11-02T03:28:57.417387Z', '2024-11-02T03:18:22.411201Z', '2024-11-02T03:01:48.905750Z']}","Competitive (Individual, for prizes)"
giorgospro,1210,"{'challenge_name': ['concoction (rev)', 'weirdtraffic (forensics)', 'iRobots (web)', 'colors (crypto)', 'welcome'], 'challenge_category': ['beginner', 'beginner', 'beginner', 'beginner', 'welcome'], 'challenge_points': ['300', '300', '300', '300', '10'], 'solve_time': ['2024-11-02T15:55:09.805551Z', '2024-11-02T15:22:24.700842Z', '2024-11-02T15:13:48.915447Z', '2024-11-02T15:13:14.343559Z', '2024-11-02T15:10:27.282753Z']}","Competitive (Individual, for prizes)"
ducanh,1210,"{'challenge_name': ['think_twice', 'weirdtraffic (forensics)', 'colors (crypto)', 'iRobots (web)', 'welcome'], 'challenge_category': ['forensics', 'beginner', 'beginner', 'beginner', 'welcome'], 'challenge_points': ['300', '300', '300', '300', '10'], 'solve_time': ['2024-11-02T16:50:05.287478Z', '2024-11-02T14:19:52.115875Z', '2024-11-02T08:12:24.830980Z', '2024-11-02T04:50:23.083906Z', '2024-11-02T04:48:48.740146Z']}","Competitive (Individual, for prizes)"
r3,1210,"{'challenge_name': ['think_twice', 'iRobots (web)', 'weirdtraffic (forensics)', 'colors (crypto)', 'welcome'], 'challenge_category': ['forensics', 'beginner', 'beginner', 'beginner', 'welcome'], 'challenge_points': ['300', '300', '300', '300', '10'], 'solve_time': ['2024-11-02T16:55:37.391653Z', '2024-11-02T16:32:15.399365Z', '2024-11-02T16:31:33.017054Z', '2024-11-02T16:30:40.582343Z', '2024-11-02T15:19:27.471036Z']}","Competitive (Individual, for prizes)"
read-e,1210,"{'challenge_name': ['think_twice', 'iRobots (web)', 'weirdtraffic (forensics)', 'colors (crypto)', 'welcome'], 'challenge_category': ['forensics', 'beginner', 'beginner', 'beginner', 'welcome'], 'challenge_points': ['300', '300', '300', '300', '10'], 'solve_time': ['2024-11-02T17:03:38.380597Z', '2024-11-02T15:53:33.465590Z', '2024-11-02T15:46:29.256216Z', '2024-11-02T15:10:12.660322Z', '2024-11-02T15:02:17.677769Z']}","Competitive (Individual, for prizes)"
Vlesix,1210,"{'challenge_name': ['concoction (rev)', 'welcome', 'weirdtraffic (forensics)', 'colors (crypto)', 'TommyCam'], 'challenge_category': ['beginner', 'welcome', 'beginner', 'beginner', 'osint'], 'challenge_points': ['300', '10', '300', '300', '300'], 'solve_time': ['2024-11-02T18:17:59.025155Z', '2024-11-02T18:03:21.882484Z', '2024-11-02T17:36:48.745468Z', '2024-11-02T17:32:24.476820Z', '2024-11-02T17:09:33.306815Z']}","Casual (No prizes, teams allowed)"
ScriptSonata,1210,"{'challenge_name': ['tictactocket', 'colors (crypto)', 'weirdtraffic (forensics)', 'iRobots (web)', 'welcome'], 'challenge_category': ['web', 'beginner', 'beginner', 'beginner', 'welcome'], 'challenge_points': ['300', '300', '300', '300', '10'], 'solve_time': ['2024-11-02T19:06:25.226545Z', '2024-11-02T17:31:26.140595Z', '2024-11-02T17:26:46.866130Z', '2024-11-02T17:20:33.926153Z', '2024-11-02T17:08:42.347446Z']}","Casual (No prizes, teams allowed)"
ako,1210,"{'challenge_name': ['TommyCam', 'colors (crypto)', 'weirdtraffic (forensics)', 'iRobots (web)', 'welcome'], 'challenge_category': ['osint', 'beginner', 'beginner', 'beginner', 'welcome'], 'challenge_points': ['300', '300', '300', '300', '10'], 'solve_time': ['2024-11-02T19:24:24.442028Z', '2024-11-02T18:31:30.426628Z', '2024-11-02T03:12:04.153098Z', '2024-11-02T03:06:27.638450Z', '2024-11-02T03:04:21.535208Z']}","Competitive (Individual, for prizes)"
lone,1210,"{'challenge_name': ['TommyCam', 'iRobots (web)', 'weirdtraffic (forensics)', 'colors (crypto)', 'welcome'], 'challenge_category': ['osint', 'beginner', 'beginner', 'beginner', 'welcome'], 'challenge_points': ['300', '300', '300', '300', '10'], 'solve_time': ['2024-11-02T20:06:05.230467Z', '2024-11-02T19:36:40.415526Z', '2024-11-02T19:31:47.081809Z', '2024-11-02T19:26:12.994316Z', '2024-11-02T19:23:24.195383Z']}","Casual (No prizes, teams allowed)"
