name,score,challenges
BKISC,3863,"{'challenge_name': ['Black Meet Wukong', 'World Wide Flags', 'Sanity Check', 'Just Lattice', ""Remind's Funny Stories 3"", 'Ransom Waifu', 'Twister', 'Bongcloud', 'Modnar', 'Guessy CTF Solver', 'Too Hidden', 'Secure Shell', 'epsilonDH', 'Forgot Password', 'Simpler RSA'], 'challenge_category': ['Forensics', 'Miscellaneous', 'Miscellaneous', 'Cryptography', 'Reverse Engineering', 'Reverse Engineering', 'Cryptography', 'Miscellaneous', 'Cryptography', 'Web Exploitation', 'Forensics', 'Beginners', 'Cryptography', 'Forensics', 'Beginners'], 'challenge_points': ['436', '150', '50', '351', '450', '450', '398', '153', '436', '363', '150', '50', '213', '163', '50'], 'solve_time': ['December 1st, 4:48:55 PM', 'December 1st, 2:14:46 PM', 'December 1st, 1:32:26 PM', 'December 1st, 10:56:48 AM', 'December 1st, 10:33:02 AM', 'December 1st, 10:13:23 AM', 'December 1st, 12:03:13 AM', 'November 30th, 11:55:02 PM', 'November 30th, 11:02:44 PM', 'November 30th, 10:23:07 PM', 'November 30th, 10:20:11 PM', 'November 30th, 9:44:37 PM', 'November 30th, 8:55:05 PM', 'November 30th, 7:08:38 PM', 'November 30th, 5:33:00 PM']}"
jinmo123,3833,"{'challenge_name': ['Forgot Password', 'Sanity Check', 'Buffer Brawl', 'Secure Shell', 'Simpler RSA', 'Guessy CTF Solver', 'Reverb', 'CTF Registration', 'WhiteRabbit', 'Rust Containment', 'Free My Man Pascal', ""Remind's Funny Stories 3"", 'Ransom Waifu', 'Flag Checker'], 'challenge_category': ['Forensics', 'Miscellaneous', 'Pwn', 'Beginners', 'Beginners', 'Web Exploitation', 'Pwn', 'Pwn', 'Beginners', 'Beginners', 'Pwn', 'Reverse Engineering', 'Reverse Engineering', 'Reverse Engineering'], 'challenge_points': ['163', '50', '228', '50', '50', '363', '316', '464', '95', '274', '476', '450', '450', '404'], 'solve_time': ['December 1st, 5:27:23 PM', 'December 1st, 5:23:23 PM', 'December 1st, 5:05:09 PM', 'December 1st, 4:39:57 PM', 'December 1st, 4:38:36 PM', 'December 1st, 4:18:57 PM', 'December 1st, 3:50:15 PM', 'December 1st, 1:59:25 PM', 'December 1st, 12:34:23 PM', 'December 1st, 12:16:42 PM', 'December 1st, 12:09:10 PM', 'December 1st, 9:27:10 AM', 'December 1st, 8:56:55 AM', 'December 1st, 8:16:53 AM']}"
Ripe RIce,3509,"{'challenge_name': ['Bulletproof', 'Black Meet Wukong', 'Reverb', 'Just Lattice', 'Buffer Brawl', 'Twister', 'Too Hidden', 'To the sky', 'Flag Checker', 'epsilonDH', 'WhiteRabbit', 'Secure Shell', 'Sanity Check', 'Forgot Password', 'Simpler RSA'], 'challenge_category': ['OSINT', 'Forensics', 'Pwn', 'Cryptography', 'Pwn', 'Cryptography', 'Forensics', 'OSINT', 'Reverse Engineering', 'Cryptography', 'Beginners', 'Beginners', 'Miscellaneous', 'Forensics', 'Beginners'], 'challenge_points': ['207', '436', '316', '351', '228', '398', '150', '398', '404', '213', '95', '50', '50', '163', '50'], 'solve_time': ['December 1st, 3:00:13 PM', 'December 1st, 2:09:00 PM', 'December 1st, 9:15:13 AM', 'December 1st, 8:26:30 AM', 'November 30th, 11:41:14 PM', 'November 30th, 11:12:48 PM', 'November 30th, 10:10:04 PM', 'November 30th, 9:51:43 PM', 'November 30th, 9:02:46 PM', 'November 30th, 8:39:45 PM', 'November 30th, 8:36:57 PM', 'November 30th, 8:23:47 PM', 'November 30th, 7:18:18 PM', 'November 30th, 6:31:29 PM', 'November 30th, 5:36:42 PM']}"
Squid Proxy Lover,3441,"{'challenge_name': ['Twister', 'To the sky', 'Flag Checker', 'Just Lattice', 'World Wide Flags', 'WhiteRabbit', 'Too Hidden', 'Bulletproof', 'epsilonDH', 'Bongcloud', 'Secure Shell', 'Forgot Password', 'Reverb', 'Simpler RSA', 'Buffer Brawl', 'All your base are belong to us', 'Sanity Check'], 'challenge_category': ['Cryptography', 'OSINT', 'Reverse Engineering', 'Cryptography', 'Miscellaneous', 'Beginners', 'Forensics', 'OSINT', 'Cryptography', 'Miscellaneous', 'Beginners', 'Forensics', 'Pwn', 'Beginners', 'Pwn', 'Beginners', 'Miscellaneous'], 'challenge_points': ['398', '398', '404', '351', '150', '95', '150', '207', '213', '153', '50', '163', '316', '50', '228', '65', '50'], 'solve_time': ['December 1st, 4:23:16 PM', 'December 1st, 11:09:08 AM', 'December 1st, 7:58:38 AM', 'December 1st, 7:19:04 AM', 'December 1st, 7:18:02 AM', 'December 1st, 5:30:06 AM', 'December 1st, 3:41:47 AM', 'December 1st, 1:08:45 AM', 'November 30th, 11:26:19 PM', 'November 30th, 9:46:58 PM', 'November 30th, 9:30:40 PM', 'November 30th, 8:41:38 PM', 'November 30th, 8:41:35 PM', 'November 30th, 6:41:50 PM', 'November 30th, 6:37:36 PM', 'November 30th, 5:42:41 PM', 'November 30th, 5:31:11 PM']}"
> r0/dev/null,3381,"{'challenge_name': ['Reverb', ""Remind's Funny Stories 3"", 'World Wide Flags', 'epsilonDH', 'Buffer Brawl', 'Flag Checker', 'Too Hidden', 'Forgot Password', 'Guessy CTF Solver', 'Bulletproof', 'Rust Containment', 'Bongcloud', 'Secure Shell', 'WhiteRabbit', 'All your base are belong to us', 'Simpler RSA', 'Sanity Check'], 'challenge_category': ['Pwn', 'Reverse Engineering', 'Miscellaneous', 'Cryptography', 'Pwn', 'Reverse Engineering', 'Forensics', 'Forensics', 'Web Exploitation', 'OSINT', 'Beginners', 'Miscellaneous', 'Beginners', 'Beginners', 'Beginners', 'Beginners', 'Miscellaneous'], 'challenge_points': ['316', '450', '150', '213', '228', '404', '150', '163', '363', '207', '274', '153', '50', '95', '65', '50', '50'], 'solve_time': ['December 1st, 5:05:07 PM', 'December 1st, 2:03:09 PM', 'December 1st, 5:35:08 AM', 'December 1st, 5:16:51 AM', 'December 1st, 4:23:22 AM', 'December 1st, 1:56:35 AM', 'November 30th, 11:39:09 PM', 'November 30th, 11:34:12 PM', 'November 30th, 10:43:06 PM', 'November 30th, 10:11:26 PM', 'November 30th, 9:09:46 PM', 'November 30th, 8:24:43 PM', 'November 30th, 8:06:15 PM', 'November 30th, 6:46:34 PM', 'November 30th, 5:38:51 PM', 'November 30th, 5:36:33 PM', 'November 30th, 5:30:32 PM']}"
>$ 5ol0,3173,"{'challenge_name': ['Just Lattice', 'WhiteRabbit', 'Mutual TLS', 'World Wide Flags', 'Forgot Password', 'epsilonDH', 'To the sky', 'All your base are belong to us', 'Flag Checker', 'Too Hidden', 'Secure Shell', 'Guessy CTF Solver', 'Simpler RSA', 'Bulletproof', 'Sanity Check'], 'challenge_category': ['Cryptography', 'Beginners', 'Miscellaneous', 'Miscellaneous', 'Forensics', 'Cryptography', 'OSINT', 'Beginners', 'Reverse Engineering', 'Forensics', 'Beginners', 'Web Exploitation', 'Beginners', 'OSINT', 'Miscellaneous'], 'challenge_points': ['351', '95', '464', '150', '163', '213', '398', '65', '404', '150', '50', '363', '50', '207', '50'], 'solve_time': ['December 1st, 1:26:10 PM', 'December 1st, 1:24:31 PM', 'December 1st, 1:23:09 PM', 'December 1st, 1:21:34 PM', 'December 1st, 1:14:24 PM', 'December 1st, 1:11:51 PM', 'December 1st, 1:09:53 PM', 'December 1st, 1:08:24 PM', 'December 1st, 1:07:31 PM', 'December 1st, 1:06:13 PM', 'December 1st, 1:04:37 PM', 'December 1st, 1:02:29 PM', 'December 1st, 12:58:51 PM', 'December 1st, 12:58:07 PM', 'December 1st, 12:54:38 PM']}"
TeamSerbia,3032,"{'challenge_name': ['Reverb', 'Flag Checker', 'WhiteRabbit', 'Too Hidden', 'Rust Containment', 'All your base are belong to us', 'Secure Shell', 'Bongcloud', 'World Wide Flags', 'Simpler RSA', 'Sanity Check', 'epsilonDH', 'Buffer Brawl', 'Twister', 'Modnar'], 'challenge_category': ['Pwn', 'Reverse Engineering', 'Beginners', 'Forensics', 'Beginners', 'Beginners', 'Beginners', 'Miscellaneous', 'Miscellaneous', 'Beginners', 'Miscellaneous', 'Cryptography', 'Pwn', 'Cryptography', 'Cryptography'], 'challenge_points': ['316', '404', '95', '150', '274', '65', '50', '153', '150', '50', '50', '213', '228', '398', '436'], 'solve_time': ['December 1st, 3:05:49 AM', 'December 1st, 1:26:46 AM', 'November 30th, 11:52:30 PM', 'November 30th, 11:40:01 PM', 'November 30th, 11:38:12 PM', 'November 30th, 10:32:22 PM', 'November 30th, 10:21:36 PM', 'November 30th, 10:09:34 PM', 'November 30th, 9:12:30 PM', 'November 30th, 8:44:43 PM', 'November 30th, 8:43:08 PM', 'November 30th, 8:40:29 PM', 'November 30th, 8:34:51 PM', 'November 30th, 8:02:33 PM', 'November 30th, 7:02:02 PM']}"
SNI,2983,"{'challenge_name': ['Flag Checker', 'Reverb', 'Twister', ""Remind's Funny Stories 3"", 'Buffer Brawl', 'Just Lattice', 'Too Hidden', 'epsilonDH', 'Secure Shell', 'All your base are belong to us', 'WhiteRabbit', 'Forgot Password', 'Sanity Check', 'Simpler RSA'], 'challenge_category': ['Reverse Engineering', 'Pwn', 'Cryptography', 'Reverse Engineering', 'Pwn', 'Cryptography', 'Forensics', 'Cryptography', 'Beginners', 'Beginners', 'Beginners', 'Forensics', 'Miscellaneous', 'Beginners'], 'challenge_points': ['404', '316', '398', '450', '228', '351', '150', '213', '50', '65', '95', '163', '50', '50'], 'solve_time': ['December 1st, 4:23:58 PM', 'December 1st, 1:09:58 PM', 'December 1st, 10:28:10 AM', 'December 1st, 8:43:12 AM', 'December 1st, 8:30:15 AM', 'December 1st, 6:11:58 AM', 'November 30th, 10:22:26 PM', 'November 30th, 9:03:20 PM', 'November 30th, 7:49:22 PM', 'November 30th, 6:52:58 PM', 'November 30th, 6:14:32 PM', 'November 30th, 5:53:18 PM', 'November 30th, 5:41:15 PM', 'November 30th, 5:35:18 PM']}"
Weak But Leet,2762,"{'challenge_name': ['Flag Checker', 'Just Lattice', 'Simpler RSA', 'All your base are belong to us', 'epsilonDH', 'Free My Man Pascal', 'Reverb', 'Secure Shell', 'CTF Registration', 'Sanity Check', 'WhiteRabbit', 'Buffer Brawl'], 'challenge_category': ['Reverse Engineering', 'Cryptography', 'Beginners', 'Beginners', 'Cryptography', 'Pwn', 'Pwn', 'Beginners', 'Pwn', 'Miscellaneous', 'Beginners', 'Pwn'], 'challenge_points': ['404', '351', '50', '65', '213', '476', '316', '50', '464', '50', '95', '228'], 'solve_time': ['December 1st, 2:47:07 PM', 'December 1st, 11:42:04 AM', 'December 1st, 3:43:25 AM', 'December 1st, 3:41:13 AM', 'December 1st, 3:18:53 AM', 'November 30th, 10:31:01 PM', 'November 30th, 8:47:56 PM', 'November 30th, 8:12:46 PM', 'November 30th, 8:00:15 PM', 'November 30th, 6:58:49 PM', 'November 30th, 6:54:35 PM', 'November 30th, 5:59:42 PM']}"
Phish Paprikash,2654,"{'challenge_name': ['Mutual TLS', 'Bongcloud', 'Too Hidden', 'Twister', 'Rust Containment', 'Just Lattice', 'Modnar', 'Sanity Check', 'epsilonDH', 'Secure Shell', 'All your base are belong to us', 'Simpler RSA'], 'challenge_category': ['Miscellaneous', 'Miscellaneous', 'Forensics', 'Cryptography', 'Beginners', 'Cryptography', 'Cryptography', 'Miscellaneous', 'Cryptography', 'Beginners', 'Beginners', 'Beginners'], 'challenge_points': ['464', '153', '150', '398', '274', '351', '436', '50', '213', '50', '65', '50'], 'solve_time': ['December 1st, 1:30:43 PM', 'December 1st, 7:44:07 AM', 'December 1st, 5:09:07 AM', 'December 1st, 3:16:04 AM', 'December 1st, 3:08:27 AM', 'December 1st, 12:37:00 AM', 'December 1st, 12:11:51 AM', 'November 30th, 11:13:46 PM', 'November 30th, 10:57:08 PM', 'November 30th, 8:02:37 PM', 'November 30th, 7:43:21 PM', 'November 30th, 7:36:35 PM']}"
spookies,2558,"{'challenge_name': ['Bongcloud', 'Too Hidden', 'World Wide Flags', 'WhiteRabbit', 'epsilonDH', 'Secure Shell', 'Free My Man Pascal', 'Reverb', 'Forgot Password', 'Sanity Check', 'CTF Registration', 'Buffer Brawl', 'Simpler RSA'], 'challenge_category': ['Miscellaneous', 'Forensics', 'Miscellaneous', 'Beginners', 'Cryptography', 'Beginners', 'Pwn', 'Pwn', 'Forensics', 'Miscellaneous', 'Pwn', 'Pwn', 'Beginners'], 'challenge_points': ['153', '150', '150', '95', '213', '50', '476', '316', '163', '50', '464', '228', '50'], 'solve_time': ['December 1st, 5:29:19 PM', 'December 1st, 4:51:53 PM', 'December 1st, 4:22:08 PM', 'December 1st, 3:19:31 PM', 'December 1st, 3:12:27 PM', 'December 1st, 2:18:31 PM', 'December 1st, 1:55:05 PM', 'December 1st, 9:32:05 AM', 'December 1st, 7:36:12 AM', 'December 1st, 12:18:38 AM', 'December 1st, 12:06:13 AM', 'November 30th, 6:34:56 PM', 'November 30th, 6:29:25 PM']}"
flame,2544,"{'challenge_name': ['Guessy CTF Solver', 'Subathon', 'Bongcloud', 'Sanity Check', 'Just Lattice', 'Modnar', 'Twister', 'epsilonDH', 'Secure Shell', 'Simpler RSA'], 'challenge_category': ['Web Exploitation', 'Cryptography', 'Miscellaneous', 'Miscellaneous', 'Cryptography', 'Cryptography', 'Cryptography', 'Cryptography', 'Beginners', 'Beginners'], 'challenge_points': ['363', '480', '153', '50', '351', '436', '398', '213', '50', '50'], 'solve_time': ['December 1st, 1:46:16 PM', 'December 1st, 11:00:12 AM', 'December 1st, 6:19:38 AM', 'December 1st, 5:38:49 AM', 'December 1st, 2:57:43 AM', 'December 1st, 1:55:41 AM', 'December 1st, 12:38:16 AM', 'December 1st, 12:05:23 AM', 'November 30th, 10:51:34 PM', 'November 30th, 10:27:41 PM']}"
Hack Smarter,2286,"{'challenge_name': ['Guessy CTF Solver', 'Too Hidden', 'epsilonDH', 'Rust Containment', 'Bongcloud', 'Bulletproof', 'Secure Shell', 'To the sky', 'World Wide Flags', 'All your base are belong to us', 'Simpler RSA', 'Forgot Password', 'Sanity Check'], 'challenge_category': ['Web Exploitation', 'Forensics', 'Cryptography', 'Beginners', 'Miscellaneous', 'OSINT', 'Beginners', 'OSINT', 'Miscellaneous', 'Beginners', 'Beginners', 'Forensics', 'Miscellaneous'], 'challenge_points': ['363', '150', '213', '274', '153', '207', '50', '398', '150', '65', '50', '163', '50'], 'solve_time': ['December 1st, 2:24:41 PM', 'December 1st, 7:21:35 AM', 'December 1st, 12:45:56 AM', 'December 1st, 12:37:15 AM', 'November 30th, 10:51:36 PM', 'November 30th, 10:16:29 PM', 'November 30th, 10:06:26 PM', 'November 30th, 8:57:57 PM', 'November 30th, 8:49:20 PM', 'November 30th, 5:59:23 PM', 'November 30th, 5:57:15 PM', 'November 30th, 5:41:56 PM', 'November 30th, 5:31:37 PM']}"
terkctf,2125,"{'challenge_name': ['Modnar', 'Twister', 'Secure Shell', 'Bongcloud', 'Just Lattice', 'World Wide Flags', 'epsilonDH', 'Sanity Check', 'Rust Containment', 'Simpler RSA'], 'challenge_category': ['Cryptography', 'Cryptography', 'Beginners', 'Miscellaneous', 'Cryptography', 'Miscellaneous', 'Cryptography', 'Miscellaneous', 'Beginners', 'Beginners'], 'challenge_points': ['436', '398', '50', '153', '351', '150', '213', '50', '274', '50'], 'solve_time': ['December 1st, 5:08:23 PM', 'December 1st, 2:39:59 PM', 'December 1st, 12:06:15 PM', 'December 1st, 11:33:29 AM', 'December 1st, 10:12:26 AM', 'November 30th, 10:34:52 PM', 'November 30th, 8:08:43 PM', 'November 30th, 6:47:16 PM', 'November 30th, 6:27:13 PM', 'November 30th, 5:39:07 PM']}"
JSoyke,2014,"{'challenge_name': ['Twister', 'Black Meet Wukong', 'Just Lattice', 'epsilonDH', 'Forgot Password', 'Too Hidden', 'Bongcloud', 'Sanity Check', 'Secure Shell', 'Simpler RSA'], 'challenge_category': ['Cryptography', 'Forensics', 'Cryptography', 'Cryptography', 'Forensics', 'Forensics', 'Miscellaneous', 'Miscellaneous', 'Beginners', 'Beginners'], 'challenge_points': ['398', '436', '351', '213', '163', '150', '153', '50', '50', '50'], 'solve_time': ['December 1st, 2:32:03 PM', 'December 1st, 1:57:53 PM', 'December 1st, 12:18:06 PM', 'December 1st, 10:55:30 AM', 'December 1st, 10:32:52 AM', 'December 1st, 7:05:22 AM', 'December 1st, 6:40:21 AM', 'December 1st, 5:26:58 AM', 'December 1st, 4:01:14 AM', 'December 1st, 3:58:29 AM']}"
Status 418,1995,"{'challenge_name': ['Buffer Brawl', 'Reverb', 'Bulletproof', 'Too Hidden', 'Bongcloud', 'All your base are belong to us', 'epsilonDH', 'World Wide Flags', 'Guessy CTF Solver', 'Secure Shell', 'Simpler RSA', 'Sanity Check'], 'challenge_category': ['Pwn', 'Pwn', 'OSINT', 'Forensics', 'Miscellaneous', 'Beginners', 'Cryptography', 'Miscellaneous', 'Web Exploitation', 'Beginners', 'Beginners', 'Miscellaneous'], 'challenge_points': ['228', '316', '207', '150', '153', '65', '213', '150', '363', '50', '50', '50'], 'solve_time': ['December 1st, 3:45:41 PM', 'December 1st, 3:25:52 AM', 'December 1st, 1:55:42 AM', 'December 1st, 12:45:12 AM', 'December 1st, 12:20:52 AM', 'November 30th, 11:46:25 PM', 'November 30th, 10:10:06 PM', 'November 30th, 9:58:59 PM', 'November 30th, 9:41:40 PM', 'November 30th, 8:01:16 PM', 'November 30th, 7:56:23 PM', 'November 30th, 5:51:22 PM']}"
BITSkrieg,1956,"{'challenge_name': ['WhiteRabbit', 'Memorial', 'Bongcloud', 'Too Hidden', 'Identity', 'Bulletproof', 'Secure Shell', 'Simpler RSA', 'Forgot Password', 'Sanity Check', 'All your base are belong to us'], 'challenge_category': ['Beginners', 'OSINT', 'Miscellaneous', 'Forensics', 'OSINT', 'OSINT', 'Beginners', 'Beginners', 'Forensics', 'Miscellaneous', 'Beginners'], 'challenge_points': ['95', '497', '153', '150', '476', '207', '50', '50', '163', '50', '65'], 'solve_time': ['December 1st, 2:12:18 AM', 'December 1st, 2:08:52 AM', 'December 1st, 1:39:41 AM', 'December 1st, 12:37:42 AM', 'November 30th, 11:55:29 PM', 'November 30th, 11:14:18 PM', 'November 30th, 8:27:42 PM', 'November 30th, 6:40:23 PM', 'November 30th, 5:52:37 PM', 'November 30th, 5:35:22 PM', 'November 30th, 5:33:13 PM']}"
1click,1936,"{'challenge_name': ['World Wide Flags', 'Rust Containment', 'Secure Shell', 'Bulletproof', 'Reverb', 'Buffer Brawl', 'Sanity Check', 'Twister', 'epsilonDH', 'Simpler RSA'], 'challenge_category': ['Miscellaneous', 'Beginners', 'Beginners', 'OSINT', 'Pwn', 'Pwn', 'Miscellaneous', 'Cryptography', 'Cryptography', 'Beginners'], 'challenge_points': ['150', '274', '50', '207', '316', '228', '50', '398', '213', '50'], 'solve_time': ['December 1st, 3:55:38 PM', 'December 1st, 6:17:44 AM', 'December 1st, 5:21:52 AM', 'December 1st, 5:12:51 AM', 'December 1st, 5:12:28 AM', 'December 1st, 4:55:55 AM', 'December 1st, 12:38:13 AM', 'November 30th, 11:07:14 PM', 'November 30th, 10:21:30 PM', 'November 30th, 5:34:26 PM']}"
reCAPTCHA the Flag,1930,"{'challenge_name': ['Reverb', 'Bongcloud', 'Forgot Password', 'Too Hidden', 'Just Lattice', 'All your base are belong to us', 'Rust Containment', 'WhiteRabbit', 'Secure Shell', 'epsilonDH', 'Sanity Check', 'Simpler RSA'], 'challenge_category': ['Pwn', 'Miscellaneous', 'Forensics', 'Forensics', 'Cryptography', 'Beginners', 'Beginners', 'Beginners', 'Beginners', 'Cryptography', 'Miscellaneous', 'Beginners'], 'challenge_points': ['316', '153', '163', '150', '351', '65', '274', '95', '50', '213', '50', '50'], 'solve_time': ['December 1st, 2:36:32 PM', 'December 1st, 8:10:21 AM', 'December 1st, 8:00:54 AM', 'December 1st, 7:33:35 AM', 'December 1st, 4:13:27 AM', 'December 1st, 2:23:54 AM', 'December 1st, 1:53:01 AM', 'December 1st, 1:11:04 AM', 'December 1st, 12:59:08 AM', 'December 1st, 12:20:05 AM', 'November 30th, 11:35:26 PM', 'November 30th, 11:00:15 PM']}"
DVClutch,1850,"{'challenge_name': ['Just Lattice', 'Forgot Password', 'epsilonDH', 'Too Hidden', 'Bulletproof', 'Bongcloud', 'To the sky', 'Secure Shell', 'All your base are belong to us', 'Simpler RSA', 'Sanity Check'], 'challenge_category': ['Cryptography', 'Forensics', 'Cryptography', 'Forensics', 'OSINT', 'Miscellaneous', 'OSINT', 'Beginners', 'Beginners', 'Beginners', 'Miscellaneous'], 'challenge_points': ['351', '163', '213', '150', '207', '153', '398', '50', '65', '50', '50'], 'solve_time': ['December 1st, 4:30:38 PM', 'December 1st, 3:43:09 AM', 'November 30th, 10:34:01 PM', 'November 30th, 10:20:36 PM', 'November 30th, 10:03:41 PM', 'November 30th, 9:43:32 PM', 'November 30th, 9:21:34 PM', 'November 30th, 9:09:17 PM', 'November 30th, 6:55:55 PM', 'November 30th, 5:39:44 PM', 'November 30th, 5:36:34 PM']}"
ChaGU,1822,"{'challenge_name': ['Too Hidden', 'Bongcloud', 'Secure Shell', 'Bulletproof', 'epsilonDH', 'Guessy CTF Solver', 'Modnar', 'World Wide Flags', 'Simpler RSA', 'Sanity Check'], 'challenge_category': ['Forensics', 'Miscellaneous', 'Beginners', 'OSINT', 'Cryptography', 'Web Exploitation', 'Cryptography', 'Miscellaneous', 'Beginners', 'Miscellaneous'], 'challenge_points': ['150', '153', '50', '207', '213', '363', '436', '150', '50', '50'], 'solve_time': ['December 1st, 6:11:07 AM', 'December 1st, 5:59:01 AM', 'December 1st, 5:27:21 AM', 'December 1st, 4:56:22 AM', 'December 1st, 3:49:24 AM', 'December 1st, 2:47:38 AM', 'November 30th, 8:54:49 PM', 'November 30th, 7:28:22 PM', 'November 30th, 6:02:12 PM', 'November 30th, 5:56:11 PM']}"
𐎼𐎠𐎱𐎹𐎢𐎫𐎠,1811,"{'challenge_name': ['Rolypoly', 'Subathon', 'Twister', 'Modnar'], 'challenge_category': ['Cryptography', 'Cryptography', 'Cryptography', 'Cryptography'], 'challenge_points': ['497', '480', '398', '436'], 'solve_time': ['December 1st, 1:36:23 PM', 'November 30th, 9:11:09 PM', 'November 30th, 6:48:26 PM', 'November 30th, 6:30:18 PM']}"
Akasec,1786,"{'challenge_name': ['Ransom Waifu', 'Floats', 'Black Meet Wukong', 'Too Hidden', 'Simpler RSA', 'Forgot Password', 'Sanity Check'], 'challenge_category': ['Reverse Engineering', 'Reverse Engineering', 'Forensics', 'Forensics', 'Beginners', 'Forensics', 'Miscellaneous'], 'challenge_points': ['450', '487', '436', '150', '50', '163', '50'], 'solve_time': ['December 1st, 4:58:44 PM', 'December 1st, 4:27:29 AM', 'December 1st, 12:32:24 AM', 'November 30th, 10:07:02 PM', 'November 30th, 9:50:08 PM', 'November 30th, 7:38:36 PM', 'November 30th, 5:43:18 PM']}"
M53,1719,"{'challenge_name': ['Too Hidden', 'Bulletproof', 'Secure Shell', 'To the sky', 'World Wide Flags', 'Black Meet Wukong', 'Forgot Password', 'All your base are belong to us', 'Simpler RSA', 'Sanity Check'], 'challenge_category': ['Forensics', 'OSINT', 'Beginners', 'OSINT', 'Miscellaneous', 'Forensics', 'Forensics', 'Beginners', 'Beginners', 'Miscellaneous'], 'challenge_points': ['150', '207', '50', '398', '150', '436', '163', '65', '50', '50'], 'solve_time': ['December 1st, 8:02:15 AM', 'December 1st, 1:58:48 AM', 'November 30th, 10:27:07 PM', 'November 30th, 9:52:38 PM', 'November 30th, 9:02:49 PM', 'November 30th, 8:58:26 PM', 'November 30th, 6:43:08 PM', 'November 30th, 5:58:26 PM', 'November 30th, 5:56:54 PM', 'November 30th, 5:31:15 PM']}"
Mayas,1628,"{'challenge_name': ['Free My Man Pascal', 'WhiteRabbit', 'Too Hidden', 'Reverb', 'Buffer Brawl', 'epsilonDH', 'Sanity Check', 'Simpler RSA', 'Secure Shell'], 'challenge_category': ['Pwn', 'Beginners', 'Forensics', 'Pwn', 'Pwn', 'Cryptography', 'Miscellaneous', 'Beginners', 'Beginners'], 'challenge_points': ['476', '95', '150', '316', '228', '213', '50', '50', '50'], 'solve_time': ['December 1st, 12:08:17 PM', 'December 1st, 6:32:05 AM', 'December 1st, 5:53:02 AM', 'December 1st, 3:26:22 AM', 'December 1st, 2:12:28 AM', 'December 1st, 2:02:35 AM', 'December 1st, 1:34:48 AM', 'December 1st, 1:11:21 AM', 'December 1st, 1:01:20 AM']}"
Hack@Sec,1581,"{'challenge_name': ['Just Lattice', 'epsilonDH', 'Secure Shell', 'Reverb', 'WhiteRabbit', 'Buffer Brawl', 'Forgot Password', 'Sanity Check', 'All your base are belong to us', 'Simpler RSA'], 'challenge_category': ['Cryptography', 'Cryptography', 'Beginners', 'Pwn', 'Beginners', 'Pwn', 'Forensics', 'Miscellaneous', 'Beginners', 'Beginners'], 'challenge_points': ['351', '213', '50', '316', '95', '228', '163', '50', '65', '50'], 'solve_time': ['December 1st, 5:39:21 AM', 'December 1st, 4:33:53 AM', 'December 1st, 2:48:35 AM', 'November 30th, 9:13:32 PM', 'November 30th, 7:26:16 PM', 'November 30th, 6:47:29 PM', 'November 30th, 6:01:41 PM', 'November 30th, 5:55:08 PM', 'November 30th, 5:35:40 PM', 'November 30th, 5:32:45 PM']}"
H7Tex,1578,"{'challenge_name': ['Black Meet Wukong', 'World Wide Flags', 'Mutual TLS', 'Too Hidden', 'Forgot Password', 'Secure Shell', 'All your base are belong to us', 'Simpler RSA', 'Sanity Check'], 'challenge_category': ['Forensics', 'Miscellaneous', 'Miscellaneous', 'Forensics', 'Forensics', 'Beginners', 'Beginners', 'Beginners', 'Miscellaneous'], 'challenge_points': ['436', '150', '464', '150', '163', '50', '65', '50', '50'], 'solve_time': ['December 1st, 10:08:36 AM', 'December 1st, 2:50:40 AM', 'December 1st, 1:04:56 AM', 'November 30th, 9:39:53 PM', 'November 30th, 9:34:11 PM', 'November 30th, 8:02:11 PM', 'November 30th, 7:50:52 PM', 'November 30th, 5:59:31 PM', 'November 30th, 5:31:18 PM']}"
FPTU Ethical Hackers Club,1574,"{'challenge_name': ['epsilonDH', 'Buffer Brawl', 'WhiteRabbit', 'Bongcloud', 'Bulletproof', 'Too Hidden', 'World Wide Flags', 'Secure Shell', 'Forgot Password', 'All your base are belong to us', 'Simpler RSA', 'Sanity Check'], 'challenge_category': ['Cryptography', 'Pwn', 'Beginners', 'Miscellaneous', 'OSINT', 'Forensics', 'Miscellaneous', 'Beginners', 'Forensics', 'Beginners', 'Beginners', 'Miscellaneous'], 'challenge_points': ['213', '228', '95', '153', '207', '150', '150', '50', '163', '65', '50', '50'], 'solve_time': ['December 1st, 11:25:02 AM', 'December 1st, 12:20:23 AM', 'November 30th, 11:23:40 PM', 'November 30th, 10:55:18 PM', 'November 30th, 10:38:30 PM', 'November 30th, 9:48:37 PM', 'November 30th, 8:31:08 PM', 'November 30th, 8:11:01 PM', 'November 30th, 6:53:20 PM', 'November 30th, 6:00:23 PM', 'November 30th, 5:55:29 PM', 'November 30th, 5:46:52 PM']}"
