,Team,Challenges
194,amyglan-fsoc,"{'challenge_name': ['Sanity check', 'Void', 'New Free Lunch', 'Yet another crackme', ""Mystiz's Mini CTF (1)"", ""Mystiz's Mini CTF (2)""], 'challenge_points': ['10', '100', '100', '100', '200', '100'], 'challenge_score': '610'}"
195,Cyber Salmons,"{'challenge_name': ['ChatGGT (1)', 'Sanity check', 'New Free Lunch', ""Mystiz's Mini CTF (1)"", ""Mystiz's Mini CTF (2)"", 'Void'], 'challenge_points': ['100', '10', '100', '200', '100', '100'], 'challenge_score': '610'}"
196,T0087 - deadline fighter,"{'challenge_name': ['New Free Lunch', 'Sanity check', 'Baby Cracker', 'Webpage to PDF (1)', 'ChatGGT (1)', 'Pigeon Post (1)', 'Get Flag Yourself'], 'challenge_points': ['100', '10', '100', '150', '100', '100', '50'], 'challenge_score': '610'}"
197,"S0045 - Wah Yan College, Hong Kong","{'challenge_name': ['Sanity check', 'New Free Lunch', 'Baby Cracker', 'Flag hasher', 'Feedback', 'Webpage to PDF (1)', 'Yet another crackme'], 'challenge_points': ['10', '100', '100', '100', '10', '150', '100'], 'challenge_score': '570'}"
198,Aw4k3n,"{'challenge_name': ['Cyp.ress', 'Baby Cracker', 'Sanity check', 'New Free Lunch', 'ChatGGT (1)', 'Get Flag Yourself'], 'challenge_points': ['200', '100', '10', '100', '100', '50'], 'challenge_score': '560'}"
199,zimzi,"{'challenge_name': ['Custom Web Server (1)', 'New Free Lunch', 'Custom Web Server (2)', 'Sanity check', ''], 'challenge_points': ['150', '100', '300', '10', ''], 'challenge_score': '560'}"
200,ransoware,"{'challenge_name': ['Sanity check', 'New Free Lunch', 'Baby Cracker', ""Where's the APT Attack (1)"", 'Cyp.ress'], 'challenge_points': ['10', '100', '100', '150', '200'], 'challenge_score': '560'}"
201,packpack,"{'challenge_name': ['Custom Web Server (1)', 'New Free Lunch', 'Sanity check', 'Webpage to PDF (1)', 'Webpage to PDF (2)'], 'challenge_points': ['150', '100', '10', '150', '150'], 'challenge_score': '560'}"
202,thefwncrew,"{'challenge_name': ['Sanity check', 'ChatGGT (1)', 'Void', 'New Free Lunch', 'Almost DSA', 'Webpage to PDF (1)'], 'challenge_points': ['10', '100', '100', '100', '100', '150'], 'challenge_score': '560'}"
203,Toasters,"{'challenge_name': [""Where's the APT Attack (1)"", 'Sanity check', 'One Way Room', 'Cook book', ''], 'challenge_points': ['150', '10', '150', '250', ''], 'challenge_score': '560'}"
204,what,"{'challenge_name': ['One Way Room', ""Where's the APT Attack (1)"", 'Cook book', '', ''], 'challenge_points': ['150', '150', '250', '', ''], 'challenge_score': '550'}"
205,16j,"{'challenge_name': ['ChatGGT (1)', 'Postfix expression calculator', 'ChatGGT (2)', '', ''], 'challenge_points': ['100', '220', '230', '', ''], 'challenge_score': '550'}"
206,OP_EN,"{'challenge_name': ['New Free Lunch', 'Sanity check', 'Webpage to PDF (1)', 'Pigeon Post (1)', 'Feedback', ""Where's the APT Attack (1)""], 'challenge_points': ['100', '10', '150', '100', '10', '150'], 'challenge_score': '520'}"
207,T0076 - HKUST,"{'challenge_name': ['Sanity check', 'New Free Lunch', 'ChatGGT (1)', 'Get Flag Yourself', 'Webpage to PDF (1)', 'Pigeon Post (1)', 'Feedback'], 'challenge_points': ['10', '100', '100', '50', '150', '100', '10'], 'challenge_score': '520'}"
208,0try,"{'challenge_name': ['Sanity check', 'New Free Lunch', ""Where's the APT Attack (1)"", 'Almost DSA', 'Feedback', 'Pigeon Post (1)', 'Get Flag Yourself'], 'challenge_points': ['10', '100', '150', '100', '10', '100', '50'], 'challenge_score': '520'}"
209,S0153 - Kowloon True Light School,"{'challenge_name': ['RSA LCG (0)', 'Sanity check', 'New Free Lunch', 'Webpage to PDF (1)', 'Get Flag Yourself', 'Feedback', 'Baby Cracker'], 'challenge_points': ['100', '10', '100', '150', '50', '10', '100'], 'challenge_score': '520'}"
210,S0049 - Kowloon True Light School,"{'challenge_name': ['RSA LCG (0)', 'Sanity check', 'New Free Lunch', 'Webpage to PDF (1)', 'Get Flag Yourself', 'Feedback', 'Baby Cracker'], 'challenge_points': ['100', '10', '100', '150', '50', '10', '100'], 'challenge_score': '520'}"
211,S0150 - Kowloon True Light School,"{'challenge_name': ['Baby Cracker', 'Get Flag Yourself', 'New Free Lunch', 'Sanity check', 'Feedback', 'RSA LCG (0)', 'Webpage to PDF (1)'], 'challenge_points': ['100', '50', '100', '10', '10', '100', '150'], 'challenge_score': '520'}"
212,BITSkrieg,"{'challenge_name': ['Sanity check', 'Almost DSA', 'ChatGGT (1)', 'One Way Room', ""Where's the APT Attack (1)""], 'challenge_points': ['10', '100', '100', '150', '150'], 'challenge_score': '510'}"
213,TetriSH,"{'challenge_name': ['Get Flag Yourself', 'Baby Cracker', 'New Free Lunch', 'Sanity check', 'ChatGGT (1)', 'One Way Room'], 'challenge_points': ['50', '100', '100', '10', '100', '150'], 'challenge_score': '510'}"
214,Hackarby IF,"{'challenge_name': ['Sanity check', 'New Free Lunch', ""Mystiz's Mini CTF (1)"", 'Void', ""Mystiz's Mini CTF (2)""], 'challenge_points': ['10', '100', '200', '100', '100'], 'challenge_score': '510'}"
215,5eek3rs,"{'challenge_name': ['Get Flag Yourself', 'New Free Lunch', 'Sanity check', 'Baby Cracker', 'Webpage to PDF (1)', 'Pigeon Post (1)'], 'challenge_points': ['50', '100', '10', '100', '150', '100'], 'challenge_score': '510'}"
216,O0116 - 5gbo,"{'challenge_name': [""Where's the APT Attack (1)"", 'Sanity check', 'New Free Lunch', 'Webpage to PDF (1)', 'ChatGGT (1)'], 'challenge_points': ['150', '10', '100', '150', '100'], 'challenge_score': '510'}"
217,Gon_Tanaka,"{'challenge_name': ['New Free Lunch', 'Sanity check', 'ChatGGT (1)', 'Webpage to PDF (1)', 'Flag hasher', 'Get Flag Yourself'], 'challenge_points': ['100', '10', '100', '150', '100', '50'], 'challenge_score': '510'}"
218,O0079 - Cybersentinels 01,"{'challenge_name': ['Sanity check', 'New Free Lunch', 'Webpage to PDF (1)', ""Where's the APT Attack (1)"", 'ChatGGT (1)'], 'challenge_points': ['10', '100', '150', '150', '100'], 'challenge_score': '510'}"
219,inhack,"{'challenge_name': ['New Free Lunch', 'ChatGGT (1)', 'ISA 101', 'Flag hasher', ''], 'challenge_points': ['100', '100', '200', '100', ''], 'challenge_score': '500'}"
220,S0062 - Hong Kong Institute of Contemporary Culture Lee Shau Kee School of Creativity,"{'challenge_name': ['New Free Lunch', 'Sanity check', 'Feedback', 'ISA 101', 'Webpage to PDF (1)'], 'challenge_points': ['100', '10', '10', '200', '150'], 'challenge_score': '470'}"
221,O0050 - HLLA,"{'challenge_name': ['Sanity check', 'Get Flag Yourself', 'New Free Lunch', ""Where's the APT Attack (1)"", 'One Way Room', 'Feedback'], 'challenge_points': ['10', '50', '100', '150', '150', '10'], 'challenge_score': '470'}"
222,S0023 - Po Leung Kuk Lo Kit Sing (1983) College,"{'challenge_name': ['Sanity check', 'New Free Lunch', 'Get Flag Yourself', ""Where's the APT Attack (1)"", 'Webpage to PDF (1)', 'Feedback'], 'challenge_points': ['10', '100', '50', '150', '150', '10'], 'challenge_score': '470'}"
223,S0074 - Lok Sin Tong Leung Kau Kui College,"{'challenge_name': ['Sanity check', 'Get Flag Yourself', 'New Free Lunch', 'Webpage to PDF (1)', 'Feedback', ""Where's the APT Attack (1)""], 'challenge_points': ['10', '50', '100', '150', '10', '150'], 'challenge_score': '470'}"
224,O0050 - HLLA,"{'challenge_name': ['Sanity check', 'Get Flag Yourself', 'New Free Lunch', ""Where's the APT Attack (1)"", 'One Way Room', 'Feedback'], 'challenge_points': ['10', '50', '100', '150', '150', '10'], 'challenge_score': '470'}"
225,S0023 - Po Leung Kuk Lo Kit Sing (1983) College,"{'challenge_name': ['Sanity check', 'New Free Lunch', 'Get Flag Yourself', ""Where's the APT Attack (1)"", 'Webpage to PDF (1)', 'Feedback'], 'challenge_points': ['10', '100', '50', '150', '150', '10'], 'challenge_score': '470'}"
226,S0074 - Lok Sin Tong Leung Kau Kui College,"{'challenge_name': ['Sanity check', 'Get Flag Yourself', 'New Free Lunch', 'Webpage to PDF (1)', 'Feedback', ""Where's the APT Attack (1)""], 'challenge_points': ['10', '50', '100', '150', '10', '150'], 'challenge_score': '470'}"
227,S0131 - Ying Wa College,"{'challenge_name': ['Sanity check', 'New Free Lunch', 'Webpage to PDF (1)', ""Where's the APT Attack (1)"", 'Feedback', 'Get Flag Yourself'], 'challenge_points': ['10', '100', '150', '150', '10', '50'], 'challenge_score': '470'}"
228,O0125 - O0000 B0tt0m 0f th3 b4rr31,"{'challenge_name': ['New Free Lunch', 'Sanity check', 'Webpage to PDF (1)', ""Where's the APT Attack (1)"", 'Feedback', 'Get Flag Yourself'], 'challenge_points': ['100', '10', '150', '150', '10', '50'], 'challenge_score': '470'}"
229,umz,"{'challenge_name': ['Sanity check', 'Feedback', 'New Free Lunch', 'Get Flag Yourself', 'Webpage to PDF (1)', ""Where's the APT Attack (1)""], 'challenge_points': ['10', '10', '100', '50', '150', '150'], 'challenge_score': '470'}"
230,O0050 - HLLA,"{'challenge_name': ['Sanity check', 'Get Flag Yourself', 'New Free Lunch', ""Where's the APT Attack (1)"", 'One Way Room', 'Feedback'], 'challenge_points': ['10', '50', '100', '150', '150', '10'], 'challenge_score': '470'}"
231,S0023 - Po Leung Kuk Lo Kit Sing (1983) College,"{'challenge_name': ['Sanity check', 'New Free Lunch', 'Get Flag Yourself', ""Where's the APT Attack (1)"", 'Webpage to PDF (1)', 'Feedback'], 'challenge_points': ['10', '100', '50', '150', '150', '10'], 'challenge_score': '470'}"
232,S0074 - Lok Sin Tong Leung Kau Kui College,"{'challenge_name': ['Sanity check', 'Get Flag Yourself', 'New Free Lunch', 'Webpage to PDF (1)', 'Feedback', ""Where's the APT Attack (1)""], 'challenge_points': ['10', '50', '100', '150', '10', '150'], 'challenge_score': '470'}"
233,S0131 - Ying Wa College,"{'challenge_name': ['Sanity check', 'New Free Lunch', 'Webpage to PDF (1)', ""Where's the APT Attack (1)"", 'Feedback', 'Get Flag Yourself'], 'challenge_points': ['10', '100', '150', '150', '10', '50'], 'challenge_score': '470'}"
234,O0125 - O0000 B0tt0m 0f th3 b4rr31,"{'challenge_name': ['New Free Lunch', 'Sanity check', 'Webpage to PDF (1)', ""Where's the APT Attack (1)"", 'Feedback', 'Get Flag Yourself'], 'challenge_points': ['100', '10', '150', '150', '10', '50'], 'challenge_score': '470'}"
235,umz,"{'challenge_name': ['Sanity check', 'Feedback', 'New Free Lunch', 'Get Flag Yourself', 'Webpage to PDF (1)', ""Where's the APT Attack (1)""], 'challenge_points': ['10', '10', '100', '50', '150', '150'], 'challenge_score': '470'}"
236,O0046 - duck duck tour,"{'challenge_name': ['Sanity check', 'New Free Lunch', 'Feedback', 'ChatGGT (1)', 'Webpage to PDF (1)', 'Void'], 'challenge_points': ['10', '100', '10', '100', '150', '100'], 'challenge_score': '470'}"
237,ShellphishAcademy2,"{'challenge_name': ['ChatGGT (1)', 'Get Flag Yourself', 'Sanity check', 'Baby Cracker', 'Cyp.ress'], 'challenge_points': ['100', '50', '10', '100', '200'], 'challenge_score': '460'}"
238,Imfly_Team,"{'challenge_name': ['Sanity check', 'New Free Lunch', 'Baby Cracker', 'ChatGGT (1)', 'Get Flag Yourself', 'Yet another crackme'], 'challenge_points': ['10', '100', '100', '100', '50', '100'], 'challenge_score': '460'}"
239,Turing Nesss,"{'challenge_name': [""Where's the APT Attack (1)"", 'Sanity check', 'New Free Lunch', 'Get Flag Yourself', 'Webpage to PDF (1)'], 'challenge_points': ['150', '10', '100', '50', '150'], 'challenge_score': '460'}"
240,O0077 - CyberSentine1,"{'challenge_name': ['Sanity check', 'New Free Lunch', 'Flag hasher', 'Get Flag Yourself', 'B6ACP', 'Baby Cracker'], 'challenge_points': ['10', '100', '100', '50', '100', '100'], 'challenge_score': '460'}"
241,__w3b__,"{'challenge_name': ['Sanity check', ""Mystiz's Mini CTF (1)"", 'New Free Lunch', 'Webpage to PDF (1)', ''], 'challenge_points': ['10', '200', '100', '150', ''], 'challenge_score': '460'}"
242,T0011 - WeLoveHKIIT,"{'challenge_name': ['Get Flag Yourself', 'Sanity check', 'New Free Lunch', 'RSA LCG (0)', 'Webpage to PDF (1)', 'Feedback'], 'challenge_points': ['50', '10', '100', '100', '150', '10'], 'challenge_score': '420'}"
243,S0092 - BISHOP HALL JUBILEE SCHOOL,"{'challenge_name': ['Sanity check', 'New Free Lunch', 'Webpage to PDF (1)', 'Get Flag Yourself', 'Void', 'Feedback'], 'challenge_points': ['10', '100', '150', '50', '100', '10'], 'challenge_score': '420'}"
244,O0055 - CM-403,"{'challenge_name': ['Sanity check', 'Get Flag Yourself', 'New Free Lunch', 'One Way Room', 'Pigeon Post (1)', 'Feedback'], 'challenge_points': ['10', '50', '100', '150', '100', '10'], 'challenge_score': '420'}"
245,EachLove3,"{'challenge_name': ['Sanity check', 'New Free Lunch', 'Get Flag Yourself', 'ChatGGT (1)', 'Feedback', 'Webpage to PDF (1)'], 'challenge_points': ['10', '100', '50', '100', '10', '150'], 'challenge_score': '420'}"
246,Sleeping Forest,"{'challenge_name': ['Custom Web Server (1)', 'New Free Lunch', 'Sanity check', 'Feedback', 'Webpage to PDF (1)'], 'challenge_points': ['150', '100', '10', '10', '150'], 'challenge_score': '420'}"
247,vubar,"{'challenge_name': ['Sanity check', 'ISA 101', 'New Free Lunch', 'Feedback', 'ChatGGT (1)'], 'challenge_points': ['10', '200', '100', '10', '100'], 'challenge_score': '420'}"
248,Apex,"{'challenge_name': ['Sanity check', 'New Free Lunch', ""Where's the APT Attack (1)"", 'Feedback', 'Webpage to PDF (1)'], 'challenge_points': ['10', '100', '150', '10', '150'], 'challenge_score': '420'}"
249,"T0065 - CUHK,HKCC","{'challenge_name': ['Sanity check', 'New Free Lunch', 'Feedback', 'Webpage to PDF (1)', 'B6ACP', 'Get Flag Yourself'], 'challenge_points': ['10', '100', '10', '150', '100', '50'], 'challenge_score': '420'}"
250,DP cat,"{'challenge_name': ['Sanity check', 'New Free Lunch', 'Feedback', 'Get Flag Yourself', 'Webpage to PDF (1)', 'Baby Cracker'], 'challenge_points': ['10', '100', '10', '50', '150', '100'], 'challenge_score': '420'}"
251,O0097 - 2>/dev/null,"{'challenge_name': ['New Free Lunch', 'Custom Web Server (1)', 'Feedback', 'Webpage to PDF (1)', 'Sanity check'], 'challenge_points': ['100', '150', '10', '150', '10'], 'challenge_score': '420'}"
252,S0126 - SHATIN TSUNG TSIN SECONDARY SCHOOL,"{'challenge_name': ['Sanity check', 'Get Flag Yourself', 'New Free Lunch', 'Hearing Check', 'Feedback', 'Webpage to PDF (1)'], 'challenge_points': ['10', '50', '100', '100', '10', '150'], 'challenge_score': '420'}"
253,SHIOSAKE-OMAKE,"{'challenge_name': ['New Free Lunch', 'Get Flag Yourself', 'Sanity check', 'Webpage to PDF (1)', 'Baby Cracker', 'Feedback'], 'challenge_points': ['100', '50', '10', '150', '100', '10'], 'challenge_score': '420'}"
254,ctf,"{'challenge_name': ['Sanity check', 'New Free Lunch', 'Custom Web Server (1)', ""Where's the APT Attack (1)"", ''], 'challenge_points': ['10', '100', '150', '150', ''], 'challenge_score': '410'}"
255,Stellar Vector,"{'challenge_name': ['Sanity check', 'RSA LCG (0)', 'RSA LCG (1)', '', ''], 'challenge_points': ['10', '100', '300', '', ''], 'challenge_score': '410'}"
256,O0047 - Drater,"{'challenge_name': ['Sanity check', 'Baby Cracker', 'ChatGGT (1)', 'New Free Lunch', 'Void'], 'challenge_points': ['10', '100', '100', '100', '100'], 'challenge_score': '410'}"
257,brainless% speedrunners,"{'challenge_name': ['Sanity check', 'New Free Lunch', 'Webpage to PDF (1)', 'Baby Cracker', 'Get Flag Yourself'], 'challenge_points': ['10', '100', '150', '100', '50'], 'challenge_score': '410'}"
258,WeAre,"{'challenge_name': ['Sanity check', 'Baby Cracker', 'Morph', '', ''], 'challenge_points': ['10', '100', '300', '', ''], 'challenge_score': '410'}"
259,Jordi902,"{'challenge_name': ['Sanity check', 'New Free Lunch', 'One Way Room', ""Where's the APT Attack (1)"", ''], 'challenge_points': ['10', '100', '150', '150', ''], 'challenge_score': '410'}"
260,Ifinabele,"{'challenge_name': ['Sanity check', 'New Free Lunch', 'Baby Cracker', 'Flag hasher', 'ChatGGT (1)'], 'challenge_points': ['10', '100', '100', '100', '100'], 'challenge_score': '410'}"
261,k0kos,"{'challenge_name': ['Webpage to PDF (1)', 'Get Flag Yourself', 'Sanity check', 'New Free Lunch', 'Baby Cracker'], 'challenge_points': ['150', '50', '10', '100', '100'], 'challenge_score': '410'}"
262,DrebTiye7,"{'challenge_name': ['New Free Lunch', 'One Way Room', 'Webpage to PDF (1)', '', ''], 'challenge_points': ['100', '150', '150', '', ''], 'challenge_score': '400'}"
263,Team_Fam,"{'challenge_name': ['New Free Lunch', 'Custom Web Server (1)', 'Almost DSA', 'Get Flag Yourself', ''], 'challenge_points': ['100', '150', '100', '50', ''], 'challenge_score': '400'}"
264,pwnlentoni,"{'challenge_name': ['New Free Lunch', 'Webpage to PDF (1)', 'Custom Web Server (1)', '', ''], 'challenge_points': ['100', '150', '150', '', ''], 'challenge_score': '400'}"
265,'god'[::-1],"{'challenge_name': ['ISH (1)', 'ChatGGT (1)', 'Flag hasher', '', ''], 'challenge_points': ['200', '100', '100', '', ''], 'challenge_score': '400'}"
266,976,"{'challenge_name': ['ISH (1)', 'ChatGGT (1)', 'Flag hasher', '', ''], 'challenge_points': ['200', '100', '100', '', ''], 'challenge_score': '400'}"
267,MacaoWaterTeam,"{'challenge_name': ['New Free Lunch', 'Sanity check', 'Get Flag Yourself', 'My Lovely Cats', 'Feedback'], 'challenge_points': ['100', '10', '50', '200', '10'], 'challenge_score': '370'}"
268,S0160 - SHATIN PUI YING COLLEGE,"{'challenge_name': ['Sanity check', 'New Free Lunch', 'Webpage to PDF (1)', 'Feedback', 'Void'], 'challenge_points': ['10', '100', '150', '10', '100'], 'challenge_score': '370'}"
269,S0036 - Po Leung Kuk Lee Shing Pik College,"{'challenge_name': ['Sanity check', 'New Free Lunch', 'Webpage to PDF (1)', 'Feedback', 'Pigeon Post (1)'], 'challenge_points': ['10', '100', '150', '10', '100'], 'challenge_score': '370'}"
270,S0096 - BISHOP HALL JUBILEE SCHOOL,"{'challenge_name': ['Sanity check', 'New Free Lunch', 'RSA LCG (0)', 'Feedback', 'Webpage to PDF (1)'], 'challenge_points': ['10', '100', '100', '10', '150'], 'challenge_score': '370'}"
271,RaphaeL,"{'challenge_name': ['Baby Cracker', 'Sanity check', 'Get Flag Yourself', 'New Free Lunch', 'ChatGGT (1)', 'Feedback'], 'challenge_points': ['100', '10', '50', '100', '100', '10'], 'challenge_score': '370'}"
272,O0031 - fmak,"{'challenge_name': ['Sanity check', 'New Free Lunch', 'RSA LCG (0)', 'Feedback', 'Get Flag Yourself', 'Baby Cracker'], 'challenge_points': ['10', '100', '100', '10', '50', '100'], 'challenge_score': '370'}"
273,SUGUS47,"{'challenge_name': ['Sanity check', 'Scratch ERCode', 'New Free Lunch', 'Get Flag Yourself', 'Feedback'], 'challenge_points': ['10', '200', '100', '50', '10'], 'challenge_score': '370'}"
274,O0045 - verypro.wtf,"{'challenge_name': ['Sanity check', 'New Free Lunch', 'Webpage to PDF (1)', 'Feedback', 'Void'], 'challenge_points': ['10', '100', '150', '10', '100'], 'challenge_score': '370'}"
275,S0107 - King George V School,"{'challenge_name': ['Sanity check', 'New Free Lunch', 'Webpage to PDF (1)', 'Feedback', 'Pigeon Post (1)'], 'challenge_points': ['10', '100', '150', '10', '100'], 'challenge_score': '370'}"
276,T0068 - HKCT,"{'challenge_name': ['Sanity check', 'New Free Lunch', 'Webpage to PDF (1)', 'RSA LCG (0)', 'Feedback'], 'challenge_points': ['10', '100', '150', '100', '10'], 'challenge_score': '370'}"
277,[CTU FIT] Lopatky,"{'challenge_name': ['Sanity check', 'New Free Lunch', ""Where's the APT Attack (1)"", 'Baby Cracker', ''], 'challenge_points': ['10', '100', '150', '100', ''], 'challenge_score': '360'}"
278,O0124 - bruh open (boomer ver.),"{'challenge_name': ['Sanity check', 'Get Flag Yourself', 'New Free Lunch', 'RSA LCG (0)', 'Baby Cracker'], 'challenge_points': ['10', '50', '100', '100', '100'], 'challenge_score': '360'}"
279,F14GThi3f,"{'challenge_name': ['Sanity check', 'Baby Cracker', 'ChatGGT (1)', 'New Free Lunch', 'Get Flag Yourself'], 'challenge_points': ['10', '100', '100', '100', '50'], 'challenge_score': '360'}"
280,T0071 - I_LUV_CHERRY,"{'challenge_name': ['New Free Lunch', 'Get Flag Yourself', 'RSA LCG (0)', 'Sanity check', 'Baby Cracker'], 'challenge_points': ['100', '50', '100', '10', '100'], 'challenge_score': '360'}"
281,S0137 - Youth College (Kwai Fong),"{'challenge_name': ['Sanity check', 'New Free Lunch', 'Void', 'Webpage to PDF (1)', ''], 'challenge_points': ['10', '100', '100', '150', ''], 'challenge_score': '360'}"
282,babyd0nthurtm3,"{'challenge_name': ['Sanity check', 'New Free Lunch', 'Baby Cracker', 'Webpage to PDF (1)', ''], 'challenge_points': ['10', '100', '100', '150', ''], 'challenge_score': '360'}"
283,O0078 - Cybersentinels 02,"{'challenge_name': ['Sanity check', 'New Free Lunch', 'Webpage to PDF (1)', 'ChatGGT (1)', ''], 'challenge_points': ['10', '100', '150', '100', ''], 'challenge_score': '360'}"
284,Buggbrigaden,"{'challenge_name': ['Sanity check', 'New Free Lunch', ""Mystiz's Mini CTF (1)"", 'Get Flag Yourself', ''], 'challenge_points': ['10', '100', '200', '50', ''], 'challenge_score': '360'}"
285,21ph,"{'challenge_name': ['New Free Lunch', 'Custom Web Server (1)', 'ChatGGT (1)', '', ''], 'challenge_points': ['100', '150', '100', '', ''], 'challenge_score': '350'}"
286,n0nst0pp4ble,"{'challenge_name': ['New Free Lunch', 'Void', 'Custom Web Server (1)', '', ''], 'challenge_points': ['100', '100', '150', '', ''], 'challenge_score': '350'}"
287,bepo,"{'challenge_name': ['ChatGGT (1)', 'Postfix expression calculator', '', '', ''], 'challenge_points': ['100', '220', '', '', ''], 'challenge_score': '320'}"
288,S0177 - SKH Lui Ming Choi Secondary School,"{'challenge_name': ['New Free Lunch', 'Sanity check', 'Get Flag Yourself', 'Webpage to PDF (1)', 'Feedback'], 'challenge_points': ['100', '10', '50', '150', '10'], 'challenge_score': '320'}"
289,O0063 - Tim Team,"{'challenge_name': ['New Free Lunch', 'Sanity check', 'Webpage to PDF (1)', 'Feedback', 'Get Flag Yourself'], 'challenge_points': ['100', '10', '150', '10', '50'], 'challenge_score': '320'}"
290,S0075 - Concordia Lutheran School,"{'challenge_name': ['Sanity check', 'New Free Lunch', 'Get Flag Yourself', 'Webpage to PDF (1)', 'Feedback'], 'challenge_points': ['10', '100', '50', '150', '10'], 'challenge_score': '320'}"
291,S0110 - Shun Tak Fraternal Association Seaward Woo College,"{'challenge_name': ['Sanity check', 'New Free Lunch', 'Webpage to PDF (1)', 'Get Flag Yourself', 'Feedback'], 'challenge_points': ['10', '100', '150', '50', '10'], 'challenge_score': '320'}"
292,S0015 - Ying Wa Girls' School,"{'challenge_name': ['Sanity check', 'New Free Lunch', 'Webpage to PDF (1)', 'Get Flag Yourself', 'Feedback'], 'challenge_points': ['10', '100', '150', '50', '10'], 'challenge_score': '320'}"
293,PWNDEMONIUM.,"{'challenge_name': ['Sanity check', 'New Free Lunch', 'Get Flag Yourself', 'Webpage to PDF (1)', 'Feedback'], 'challenge_points': ['10', '100', '50', '150', '10'], 'challenge_score': '320'}"
294,T0055 - T1402-Bengor,"{'challenge_name': ['New Free Lunch', 'Get Flag Yourself', 'Sanity check', 'Feedback', 'Webpage to PDF (1)'], 'challenge_points': ['100', '50', '10', '10', '150'], 'challenge_score': '320'}"
295,S0016 - Ying Wa Girls' School,"{'challenge_name': ['Sanity check', 'New Free Lunch', 'Webpage to PDF (1)', 'Feedback', 'Get Flag Yourself'], 'challenge_points': ['10', '100', '150', '10', '50'], 'challenge_score': '320'}"
296,S0007 - Mu Kuang English School,"{'challenge_name': ['Sanity check', 'New Free Lunch', 'Get Flag Yourself', 'Feedback', 'Webpage to PDF (1)'], 'challenge_points': ['10', '100', '50', '10', '150'], 'challenge_score': '320'}"
297,Thread in the Needle,"{'challenge_name': ['Sanity check', 'Almost DSA', 'Pigeon Post (1)', 'RSA LCG (0)', 'Feedback'], 'challenge_points': ['10', '100', '100', '100', '10'], 'challenge_score': '320'}"
298,S0077 - Concordia Lutheran School,"{'challenge_name': ['Sanity check', 'New Free Lunch', 'Get Flag Yourself', 'Webpage to PDF (1)', 'Feedback'], 'challenge_points': ['10', '100', '50', '150', '10'], 'challenge_score': '320'}"
299,Forg1ven,"{'challenge_name': ['Sanity check', 'New Free Lunch', 'Get Flag Yourself', ""Where's the APT Attack (1)"", 'Feedback'], 'challenge_points': ['10', '100', '50', '150', '10'], 'challenge_score': '320'}"
300,S0021 - Tuen Mun Catholic Secondary School,"{'challenge_name': ['Sanity check', 'New Free Lunch', 'Feedback', 'Webpage to PDF (1)', 'Get Flag Yourself'], 'challenge_points': ['10', '100', '10', '150', '50'], 'challenge_score': '320'}"
301,Interns,"{'challenge_name': ['Sanity check', 'One Way Room', 'New Free Lunch', 'Get Flag Yourself', ''], 'challenge_points': ['10', '150', '100', '50', ''], 'challenge_score': '310'}"
302,Yalois,"{'challenge_name': ['Sanity check', 'New Free Lunch', 'Get Flag Yourself', 'One Way Room', ''], 'challenge_points': ['10', '100', '50', '150', ''], 'challenge_score': '310'}"
303,[FIT CVUT] BackBenchers,"{'challenge_name': ['Cyp.ress', 'Sanity check', 'Baby Cracker', '', ''], 'challenge_points': ['200', '10', '100', '', ''], 'challenge_score': '310'}"
304,ShellphishAcademy3,"{'challenge_name': ['Sanity check', 'New Free Lunch', 'ChatGGT (1)', 'Baby Cracker', ''], 'challenge_points': ['10', '100', '100', '100', ''], 'challenge_score': '310'}"
305,ChelinkaTeam,"{'challenge_name': ['Sanity check', 'One Way Room', ""Where's the APT Attack (1)"", '', ''], 'challenge_points': ['10', '150', '150', '', ''], 'challenge_score': '310'}"
306,T0031 - KIWIfruit,"{'challenge_name': ['Sanity check', 'New Free Lunch', 'Get Flag Yourself', 'Webpage to PDF (1)', ''], 'challenge_points': ['10', '100', '50', '150', ''], 'challenge_score': '310'}"
307,O0039 - InfiniteLoop,"{'challenge_name': ['Sanity check', 'New Free Lunch', 'Get Flag Yourself', 'Webpage to PDF (1)', ''], 'challenge_points': ['10', '100', '50', '150', ''], 'challenge_score': '310'}"
308,O0129 - Red Elephant,"{'challenge_name': ['Get Flag Yourself', 'New Free Lunch', 'Sanity check', 'Webpage to PDF (1)', ''], 'challenge_points': ['50', '100', '10', '150', ''], 'challenge_score': '310'}"
309,Hack Tuah,"{'challenge_name': ['Sanity check', 'New Free Lunch', 'Get Flag Yourself', 'Webpage to PDF (1)', ''], 'challenge_points': ['10', '100', '50', '150', ''], 'challenge_score': '310'}"
310,sii,"{'challenge_name': ['Sanity check', 'Flag hasher', 'Baby Cracker', 'ChatGGT (1)', ''], 'challenge_points': ['10', '100', '100', '100', ''], 'challenge_score': '310'}"
311,pfapostol,"{'challenge_name': ['Sanity check', 'Baby Cracker', 'Void', 'Yet another crackme', ''], 'challenge_points': ['10', '100', '100', '100', ''], 'challenge_score': '310'}"
312,n0bita,"{'challenge_name': ['Custom Web Server (1)', 'Sanity check', 'New Free Lunch', 'Get Flag Yourself', ''], 'challenge_points': ['150', '10', '100', '50', ''], 'challenge_score': '310'}"
