Position,points,name,challenge
71,310,Scr1ptKiddi3s,"{'challenge_name': ['Lazy Admin', 'meow', 'Pinger', 'Christmas Confession', 'Learn', 'Lazy Dev', 'Welcome'], 'challenge_category': ['beginner', 'beginner', 'beginner', 'beginner', 'beginner', 'beginner', 'beginner'], 'challenge_points': ['50', '50', '50', '50', '50', '50', '10'], 'solve_time': ['2024-12-15T15:14:45.500660Z', '2024-12-15T12:55:59.727583Z', '2024-12-15T12:11:34.500570Z', '2024-12-15T11:47:42.686226Z', '2024-12-15T09:37:11.932831Z', '2024-12-15T09:24:57.189991Z', '2024-12-15T09:01:35.812069Z']}"
72,287,admin,"{'challenge_name': ['hashmash', 'warmup rsa'], 'challenge_category': ['beginner', 'beginner'], 'challenge_points': ['155', '132'], 'solve_time': ['2024-12-15T14:57:41.960871Z', '2024-12-15T14:15:59.732671Z']}"
73,282,ΔV,"{'challenge_name': [""Santa's Lists"", 'Learn', 'Pinger', 'ICMP Party', 'Lazy Dev', 'Welcome'], 'challenge_category': ['beginner', 'beginner', 'beginner', 'beginner', 'beginner', 'beginner'], 'challenge_points': ['72', '50', '50', '50', '50', '10'], 'solve_time': ['2024-12-15T14:03:00.326142Z', '2024-12-15T13:52:23.720896Z', '2024-12-15T09:35:33.694339Z', '2024-12-15T09:24:04.261588Z', '2024-12-15T09:22:03.446503Z', '2024-12-15T09:00:58.203876Z']}"
74,270,M1tM,"{'challenge_name': ['Feedback', 'Lazy Admin', 'Pinger', 'meow', 'ICMP Party', 'Lazy Dev', 'Welcome'], 'challenge_category': ['beginner', 'beginner', 'beginner', 'beginner', 'beginner', 'beginner', 'beginner'], 'challenge_points': ['10', '50', '50', '50', '50', '50', '10'], 'solve_time': ['2024-12-15T20:51:22.915622Z', '2024-12-15T14:28:55.556030Z', '2024-12-15T13:21:55.153900Z', '2024-12-15T11:12:02.575605Z', '2024-12-15T11:10:42.453871Z', '2024-12-15T10:44:13.738363Z', '2024-12-15T10:43:39.693296Z']}"
75,260,beos_nub,"{'challenge_name': ['Learn', 'ICMP Party', 'meow', 'Pinger', 'Lazy Dev', 'Welcome'], 'challenge_category': ['beginner', 'beginner', 'beginner', 'beginner', 'beginner', 'beginner'], 'challenge_points': ['50', '50', '50', '50', '50', '10'], 'solve_time': ['2024-12-15T12:36:04.711196Z', '2024-12-15T12:20:35.890942Z', '2024-12-15T11:26:23.296180Z', '2024-12-15T11:05:42.041825Z', '2024-12-15T11:03:06.292551Z', '2024-12-15T11:01:42.346901Z']}"
76,260,stalk,"{'challenge_name': ['Learn', 'meow', 'Pinger', 'Lazy Dev', 'ICMP Party', 'Welcome'], 'challenge_category': ['beginner', 'beginner', 'beginner', 'beginner', 'beginner', 'beginner'], 'challenge_points': ['50', '50', '50', '50', '50', '10'], 'solve_time': ['2024-12-15T14:24:10.849397Z', '2024-12-15T13:30:48.726623Z', '2024-12-15T13:28:43.999017Z', '2024-12-15T13:00:55.079912Z', '2024-12-15T09:31:19.253290Z', '2024-12-15T09:05:39.713891Z']}"
77,260,UExploitNards,"{'challenge_name': ['Welcome', 'Learn', 'Lazy Admin', 'meow', 'Pinger', 'Lazy Dev'], 'challenge_category': ['beginner', 'beginner', 'beginner', 'beginner', 'beginner', 'beginner'], 'challenge_points': ['10', '50', '50', '50', '50', '50'], 'solve_time': ['2024-12-15T16:07:43.621407Z', '2024-12-15T16:07:33.050782Z', '2024-12-15T10:56:09.777063Z', '2024-12-15T10:53:27.337559Z', '2024-12-15T10:39:49.331022Z', '2024-12-15T10:31:47.773362Z']}"
78,260,oblivion.ai,"{'challenge_name': ['Lazy Admin', 'Lazy Dev', 'Pinger', 'meow', 'Learn', 'Welcome'], 'challenge_category': ['beginner', 'beginner', 'beginner', 'beginner', 'beginner', 'beginner'], 'challenge_points': ['50', '50', '50', '50', '50', '10'], 'solve_time': ['2024-12-15T18:29:36.865927Z', '2024-12-15T18:25:56.577958Z', '2024-12-15T18:20:13.179718Z', '2024-12-15T17:55:09.645600Z', '2024-12-15T17:49:26.685532Z', '2024-12-15T17:01:01.160853Z']}"
79,260,Pericles,"{'challenge_name': ['Christmas Confession', 'Pinger', 'Lazy Dev', 'meow', 'Learn', 'Welcome'], 'challenge_category': ['beginner', 'beginner', 'beginner', 'beginner', 'beginner', 'beginner'], 'challenge_points': ['50', '50', '50', '50', '50', '10'], 'solve_time': ['2024-12-15T19:58:58.663396Z', '2024-12-15T18:09:01.517422Z', '2024-12-15T17:22:39.113649Z', '2024-12-15T17:16:58.541908Z', '2024-12-15T16:38:43.687296Z', '2024-12-15T15:57:28.367576Z']}"
80,260,Gon_Tanaka,"{'challenge_name': ['ICMP Party', 'meow', 'Learn', 'Pinger', 'Lazy Dev', 'Welcome'], 'challenge_category': ['beginner', 'beginner', 'beginner', 'beginner', 'beginner', 'beginner'], 'challenge_points': ['50', '50', '50', '50', '50', '10'], 'solve_time': ['2024-12-15T20:38:42.270078Z', '2024-12-15T20:00:38.699992Z', '2024-12-15T19:50:55.863650Z', '2024-12-15T11:12:29.480860Z', '2024-12-15T11:02:46.678024Z', '2024-12-15T11:00:25.623468Z']}"
81,250,Saudi,"{'challenge_name': ['Learn', 'ICMP Party', 'meow', 'Pinger', 'Lazy Dev'], 'challenge_category': ['beginner', 'beginner', 'beginner', 'beginner', 'beginner'], 'challenge_points': ['50', '50', '50', '50', '50'], 'solve_time': ['2024-12-15T14:30:04.865469Z', '2024-12-15T14:05:03.147388Z', '2024-12-15T10:30:22.047917Z', '2024-12-15T10:28:49.600078Z', '2024-12-15T10:27:55.764018Z']}"
82,242,Huntik,"{'challenge_name': ['warmup rsa', 'ICMP Party', 'Lazy Dev', 'Welcome'], 'challenge_category': ['beginner', 'beginner', 'beginner', 'beginner'], 'challenge_points': ['132', '50', '50', '10'], 'solve_time': ['2024-12-15T14:46:31.593120Z', '2024-12-15T12:57:51.428380Z', '2024-12-15T12:40:29.665216Z', '2024-12-15T12:36:56.828891Z']}"
83,232,Nun'hack,"{'challenge_name': ['Lazy Admin', ""Santa's Lists"", 'Pinger', 'Lazy Dev', 'Welcome'], 'challenge_category': ['beginner', 'beginner', 'beginner', 'beginner', 'beginner'], 'challenge_points': ['50', '72', '50', '50', '10'], 'solve_time': ['2024-12-15T11:48:58.104945Z', '2024-12-15T11:30:05.242543Z', '2024-12-15T10:30:47.278228Z', '2024-12-15T09:51:22.744307Z', '2024-12-15T09:01:04.106187Z']}"
84,232,Shy,"{'challenge_name': ['Welcome', ""Santa's Lists"", 'Pinger', 'Lazy Dev', 'Lazy Admin'], 'challenge_category': ['beginner', 'beginner', 'beginner', 'beginner', 'beginner'], 'challenge_points': ['10', '72', '50', '50', '50'], 'solve_time': ['2024-12-15T12:07:38.841327Z', '2024-12-15T11:33:49.959717Z', '2024-12-15T10:00:04.151103Z', '2024-12-15T09:38:09.883455Z', '2024-12-15T09:11:06.705027Z']}"
85,220,Mr.Crazy8,"{'challenge_name': ['Feedback', 'Learn', 'meow', 'Pinger', 'Lazy Dev', 'Welcome'], 'challenge_category': ['beginner', 'beginner', 'beginner', 'beginner', 'beginner', 'beginner'], 'challenge_points': ['10', '50', '50', '50', '50', '10'], 'solve_time': ['2024-12-15T20:33:25.696581Z', '2024-12-15T14:17:49.987576Z', '2024-12-15T12:41:42.247007Z', '2024-12-15T10:57:29.320351Z', '2024-12-15T10:28:57.618404Z', '2024-12-15T09:00:56.392613Z']}"
86,220,rice cooker,"{'challenge_name': ['ICMP Party', 'Feedback', 'Christmas Confession', 'Pinger', 'Lazy Dev', 'Welcome'], 'challenge_category': ['beginner', 'beginner', 'beginner', 'beginner', 'beginner', 'beginner'], 'challenge_points': ['50', '10', '50', '50', '50', '10'], 'solve_time': ['2024-12-15T20:53:29.070101Z', '2024-12-15T20:45:28.052960Z', '2024-12-15T18:34:00.562710Z', '2024-12-15T18:22:22.540032Z', '2024-12-15T16:17:53.536336Z', '2024-12-15T12:55:05.974195Z']}"
87,219,TSAK,"{'challenge_name': ['Lazy Dev', 'Challenge Ideas', 'Welcome'], 'challenge_category': ['beginner', 'beginner', 'beginner'], 'challenge_points': ['50', '159', '10'], 'solve_time': ['2024-12-15T16:15:23.156892Z', '2024-12-15T09:29:31.017596Z', '2024-12-15T09:05:57.606627Z']}"
88,210,ph4ntom,"{'challenge_name': ['Learn', 'meow', 'Pinger', 'Lazy Dev', 'Welcome'], 'challenge_category': ['beginner', 'beginner', 'beginner', 'beginner', 'beginner'], 'challenge_points': ['50', '50', '50', '50', '10'], 'solve_time': ['2024-12-15T11:22:40.694053Z', '2024-12-15T10:28:55.478452Z', '2024-12-15T10:20:02.663088Z', '2024-12-15T10:13:36.385929Z', '2024-12-15T09:59:06.069442Z']}"
89,210,xyzsec,"{'challenge_name': ['Lazy Admin', 'meow', 'Lazy Dev', 'Pinger', 'Welcome'], 'challenge_category': ['beginner', 'beginner', 'beginner', 'beginner', 'beginner'], 'challenge_points': ['50', '50', '50', '50', '10'], 'solve_time': ['2024-12-15T15:07:23.852020Z', '2024-12-15T13:41:44.673219Z', '2024-12-15T13:37:39.682352Z', '2024-12-15T13:37:07.220778Z', '2024-12-15T13:32:41.324931Z']}"
90,210,labupump,"{'challenge_name': ['Learn', 'ICMP Party', 'Pinger', 'Lazy Dev', 'Welcome'], 'challenge_category': ['beginner', 'beginner', 'beginner', 'beginner', 'beginner'], 'challenge_points': ['50', '50', '50', '50', '10'], 'solve_time': ['2024-12-15T15:48:55.016356Z', '2024-12-15T14:39:35.559088Z', '2024-12-15T12:03:07.977665Z', '2024-12-15T11:20:44.184988Z', '2024-12-15T11:07:41.264946Z']}"
91,210,ay0,"{'challenge_name': ['meow', 'Lazy Dev', 'Pinger', 'Learn', 'Welcome'], 'challenge_category': ['beginner', 'beginner', 'beginner', 'beginner', 'beginner'], 'challenge_points': ['50', '50', '50', '50', '10'], 'solve_time': ['2024-12-15T20:56:56.084501Z', '2024-12-15T18:07:41.019379Z', '2024-12-15T18:06:25.275952Z', '2024-12-15T17:56:42.242624Z', '2024-12-15T17:42:39.892967Z']}"
92,182,Hacky Easter,"{'challenge_name': ['Pinger', ""Santa's Lists"", 'Lazy Dev', 'Welcome'], 'challenge_category': ['beginner', 'beginner', 'beginner', 'beginner'], 'challenge_points': ['50', '72', '50', '10'], 'solve_time': ['2024-12-15T11:49:42.682784Z', '2024-12-15T10:19:31.972807Z', '2024-12-15T09:46:26.187890Z', '2024-12-15T09:44:45.250054Z']}"
93,172,pero,"{'challenge_name': ['Lazy Admin', ""Santa's Lists"", 'Lazy Dev'], 'challenge_category': ['beginner', 'beginner', 'beginner'], 'challenge_points': ['50', '72', '50'], 'solve_time': ['2024-12-15T15:53:10.107225Z', '2024-12-15T11:41:39.198232Z', '2024-12-15T09:47:30.969552Z']}"
94,160,ctfrrteam,"{'challenge_name': ['Pinger', 'ICMP Party', 'Lazy Dev', 'Welcome'], 'challenge_category': ['beginner', 'beginner', 'beginner', 'beginner'], 'challenge_points': ['50', '50', '50', '10'], 'solve_time': ['2024-12-15T10:55:55.090145Z', '2024-12-15T10:20:36.244984Z', '2024-12-15T09:47:07.819681Z', '2024-12-15T09:00:15.351157Z']}"
95,160,ThomasGKorp,"{'challenge_name': ['meow', 'Pinger', 'Lazy Dev', 'Welcome'], 'challenge_category': ['beginner', 'beginner', 'beginner', 'beginner'], 'challenge_points': ['50', '50', '50', '10'], 'solve_time': ['2024-12-15T11:57:43.210028Z', '2024-12-15T10:39:10.400749Z', '2024-12-15T10:23:09.343477Z', '2024-12-15T10:22:10.486871Z']}"
96,160,rice cooker from wish,"{'challenge_name': ['meow', 'Pinger', 'Lazy Dev', 'Welcome'], 'challenge_category': ['beginner', 'beginner', 'beginner', 'beginner'], 'challenge_points': ['50', '50', '50', '10'], 'solve_time': ['2024-12-15T15:42:09.577936Z', '2024-12-15T14:30:49.043863Z', '2024-12-15T14:25:27.562321Z', '2024-12-15T14:10:45.324183Z']}"
97,160,得闲饮茶,"{'challenge_name': ['Pinger', 'ICMP Party', 'Lazy Dev', 'Welcome'], 'challenge_category': ['beginner', 'beginner', 'beginner', 'beginner'], 'challenge_points': ['50', '50', '50', '10'], 'solve_time': ['2024-12-15T16:25:12.922402Z', '2024-12-15T15:34:48.434997Z', '2024-12-15T14:47:21.489184Z', '2024-12-15T14:26:39.701983Z']}"
98,160,Dark Elves,"{'challenge_name': ['ICMP Party', 'Lazy Dev', 'meow', 'Welcome'], 'challenge_category': ['beginner', 'beginner', 'beginner', 'beginner'], 'challenge_points': ['50', '50', '50', '10'], 'solve_time': ['2024-12-15T17:51:32.800995Z', '2024-12-15T15:00:30.564962Z', '2024-12-15T14:36:21.382637Z', '2024-12-15T14:33:50.312077Z']}"
99,160,C99,"{'challenge_name': ['Pinger', 'Lazy Dev', 'ICMP Party', 'Welcome'], 'challenge_category': ['beginner', 'beginner', 'beginner', 'beginner'], 'challenge_points': ['50', '50', '50', '10'], 'solve_time': ['2024-12-15T18:09:19.613727Z', '2024-12-15T18:02:22.568868Z', '2024-12-15T17:48:43.249723Z', '2024-12-15T15:53:56.323173Z']}"
100,160,Tospik,"{'challenge_name': ['meow', 'Learn', 'Pinger', 'Welcome'], 'challenge_category': ['beginner', 'beginner', 'beginner', 'beginner'], 'challenge_points': ['50', '50', '50', '10'], 'solve_time': ['2024-12-15T18:43:08.425518Z', '2024-12-15T18:41:30.095213Z', '2024-12-15T15:37:12.487667Z', '2024-12-15T15:01:45.417390Z']}"
101,160,zebo404,"{'challenge_name': ['Lazy Admin', 'Lazy Dev', 'Pinger', 'Welcome'], 'challenge_category': ['beginner', 'beginner', 'beginner', 'beginner'], 'challenge_points': ['50', '50', '50', '10'], 'solve_time': ['2024-12-15T20:18:05.263816Z', '2024-12-15T20:02:38.997601Z', '2024-12-15T20:01:34.985946Z', '2024-12-15T19:30:12.357073Z']}"
102,150,Raptors,"{'challenge_name': ['meow', 'Christmas Confession', 'Lazy Dev'], 'challenge_category': ['beginner', 'beginner', 'beginner'], 'challenge_points': ['50', '50', '50'], 'solve_time': ['2024-12-15T10:34:14.736759Z', '2024-12-15T09:36:37.502907Z', '2024-12-15T09:18:18.705654Z']}"
103,142,jake,"{'challenge_name': ['warmup rsa', 'Welcome'], 'challenge_category': ['beginner', 'beginner'], 'challenge_points': ['132', '10'], 'solve_time': ['2024-12-15T14:25:50.697277Z', '2024-12-15T12:26:15.267910Z']}"
104,142,check1n,"{'challenge_name': ['warmup rsa', 'Welcome'], 'challenge_category': ['beginner', 'beginner'], 'challenge_points': ['132', '10'], 'solve_time': ['2024-12-15T15:10:55.833913Z', '2024-12-15T14:45:15.906163Z']}"
105,110,Null,"{'challenge_name': ['Pinger', 'Lazy Dev', 'Welcome'], 'challenge_category': ['beginner', 'beginner', 'beginner'], 'challenge_points': ['50', '50', '10'], 'solve_time': ['2024-12-15T09:38:15.270435Z', '2024-12-15T09:05:21.318410Z', '2024-12-15T09:00:12.384833Z']}"
106,110,n3ve3rg0nnag1v3y0uup!,"{'challenge_name': ['Lazy Dev', 'ICMP Party', 'Welcome'], 'challenge_category': ['beginner', 'beginner', 'beginner'], 'challenge_points': ['50', '50', '10'], 'solve_time': ['2024-12-15T10:02:18.255477Z', '2024-12-15T09:46:35.730203Z', '2024-12-15T09:00:27.292220Z']}"
107,110,#MogamiShizuka,"{'challenge_name': ['Lazy Dev', 'Learn', 'Welcome'], 'challenge_category': ['beginner', 'beginner', 'beginner'], 'challenge_points': ['50', '50', '10'], 'solve_time': ['2024-12-15T10:24:53.542479Z', '2024-12-15T10:23:45.190598Z', '2024-12-15T10:10:49.646373Z']}"
108,110,bbqs,"{'challenge_name': ['Pinger', 'Lazy Dev', 'Welcome'], 'challenge_category': ['beginner', 'beginner', 'beginner'], 'challenge_points': ['50', '50', '10'], 'solve_time': ['2024-12-15T10:34:54.683597Z', '2024-12-15T10:31:49.436248Z', '2024-12-15T10:31:15.853918Z']}"
109,110,L0ck8y7e,"{'challenge_name': ['Pinger', 'Lazy Dev', 'Welcome'], 'challenge_category': ['beginner', 'beginner', 'beginner'], 'challenge_points': ['50', '50', '10'], 'solve_time': ['2024-12-15T10:39:13.371808Z', '2024-12-15T10:34:13.754376Z', '2024-12-15T10:33:25.274562Z']}"
110,110,M0NST3RDECK,"{'challenge_name': ['Pinger', 'Lazy Dev', 'Welcome'], 'challenge_category': ['beginner', 'beginner', 'beginner'], 'challenge_points': ['50', '50', '10'], 'solve_time': ['2024-12-15T10:45:36.952169Z', '2024-12-15T10:43:25.603309Z', '2024-12-15T10:39:32.240105Z']}"
111,110,bobi1024,"{'challenge_name': ['Lazy Dev', 'Pinger', 'Welcome'], 'challenge_category': ['beginner', 'beginner', 'beginner'], 'challenge_points': ['50', '50', '10'], 'solve_time': ['2024-12-15T11:42:11.427601Z', '2024-12-15T10:53:56.654635Z', '2024-12-15T10:19:23.071937Z']}"
112,110,SHA-272,"{'challenge_name': ['meow', 'Lazy Dev', 'Welcome'], 'challenge_category': ['beginner', 'beginner', 'beginner'], 'challenge_points': ['50', '50', '10'], 'solve_time': ['2024-12-15T11:56:56.210793Z', '2024-12-15T10:47:38.352847Z', '2024-12-15T10:37:52.466619Z']}"
113,110,gfhfgxhdgfdgzfdszf,"{'challenge_name': ['Lazy Dev', 'Pinger', 'Welcome'], 'challenge_category': ['beginner', 'beginner', 'beginner'], 'challenge_points': ['50', '50', '10'], 'solve_time': ['2024-12-15T12:36:18.347936Z', '2024-12-15T12:34:59.473696Z', '2024-12-15T12:24:28.214943Z']}"
114,110,Just-US,"{'challenge_name': ['Lazy Dev', 'Pinger', 'Welcome'], 'challenge_category': ['beginner', 'beginner', 'beginner'], 'challenge_points': ['50', '50', '10'], 'solve_time': ['2024-12-15T13:02:32.080554Z', '2024-12-15T13:00:39.374558Z', '2024-12-15T12:34:59.777473Z']}"
115,110,priv,"{'challenge_name': ['Lazy Dev', 'Pinger', 'Welcome'], 'challenge_category': ['beginner', 'beginner', 'beginner'], 'challenge_points': ['50', '50', '10'], 'solve_time': ['2024-12-15T13:39:34.066572Z', '2024-12-15T13:36:11.820896Z', '2024-12-15T13:25:14.427548Z']}"
116,110,mikejam,"{'challenge_name': ['Lazy Dev', 'Pinger', 'Welcome'], 'challenge_category': ['beginner', 'beginner', 'beginner'], 'challenge_points': ['50', '50', '10'], 'solve_time': ['2024-12-15T14:13:01.152339Z', '2024-12-15T14:12:19.284854Z', '2024-12-15T14:10:48.172309Z']}"
117,110,bomm,"{'challenge_name': ['Lazy Dev', 'Pinger', 'Welcome'], 'challenge_category': ['beginner', 'beginner', 'beginner'], 'challenge_points': ['50', '50', '10'], 'solve_time': ['2024-12-15T14:22:03.119823Z', '2024-12-15T14:19:16.409393Z', '2024-12-15T14:04:28.293369Z']}"
118,110,kk,"{'challenge_name': ['Pinger', 'Lazy Dev', 'Welcome'], 'challenge_category': ['beginner', 'beginner', 'beginner'], 'challenge_points': ['50', '50', '10'], 'solve_time': ['2024-12-15T14:45:37.153578Z', '2024-12-15T14:35:55.636624Z', '2024-12-15T13:21:12.276882Z']}"
119,110,SF_Beginners,"{'challenge_name': ['Lazy Dev', 'Pinger', 'Welcome'], 'challenge_category': ['beginner', 'beginner', 'beginner'], 'challenge_points': ['50', '50', '10'], 'solve_time': ['2024-12-15T14:52:20.763100Z', '2024-12-15T12:36:16.136492Z', '2024-12-15T09:24:37.009879Z']}"
120,110,OneDay,"{'challenge_name': ['Learn', 'meow', 'Welcome'], 'challenge_category': ['beginner', 'beginner', 'beginner'], 'challenge_points': ['50', '50', '10'], 'solve_time': ['2024-12-15T16:35:04.083623Z', '2024-12-15T15:58:08.429576Z', '2024-12-15T14:06:29.311030Z']}"
121,110,Team XO,"{'challenge_name': ['Lazy Dev', 'Christmas Confession', 'Welcome'], 'challenge_category': ['beginner', 'beginner', 'beginner'], 'challenge_points': ['50', '50', '10'], 'solve_time': ['2024-12-15T17:58:36.138003Z', '2024-12-15T17:53:59.310203Z', '2024-12-15T16:30:55.885213Z']}"
122,110,mimimimi,"{'challenge_name': ['Lazy Dev', 'Pinger', 'Welcome'], 'challenge_category': ['beginner', 'beginner', 'beginner'], 'challenge_points': ['50', '50', '10'], 'solve_time': ['2024-12-15T18:56:38.584833Z', '2024-12-15T18:42:31.302769Z', '2024-12-15T18:17:16.309616Z']}"
123,110,0xNuecht,"{'challenge_name': ['meow', 'Lazy Dev', 'Welcome'], 'challenge_category': ['beginner', 'beginner', 'beginner'], 'challenge_points': ['50', '50', '10'], 'solve_time': ['2024-12-15T18:58:16.569500Z', '2024-12-15T18:40:48.249555Z', '2024-12-15T18:37:33.895649Z']}"
124,110,G7dFlags,"{'challenge_name': ['meow', 'Learn', 'Welcome'], 'challenge_category': ['beginner', 'beginner', 'beginner'], 'challenge_points': ['50', '50', '10'], 'solve_time': ['2024-12-15T19:37:21.734786Z', '2024-12-15T19:32:27.055288Z', '2024-12-15T11:11:14.228820Z']}"
125,110,P1R4T35,"{'challenge_name': ['Lazy Admin', 'Lazy Dev', 'Welcome'], 'challenge_category': ['beginner', 'beginner', 'beginner'], 'challenge_points': ['50', '50', '10'], 'solve_time': ['2024-12-15T20:24:35.224610Z', '2024-12-15T20:17:16.819168Z', '2024-12-15T20:15:54.202242Z']}"
126,100,ben10,"{'challenge_name': ['Lazy Dev', 'Pinger'], 'challenge_category': ['beginner', 'beginner'], 'challenge_points': ['50', '50'], 'solve_time': ['2024-12-15T17:49:35.626722Z', '2024-12-15T17:47:39.393009Z']}"
127,60,0xpiv0t3d,"{'challenge_name': ['Lazy Dev', 'Welcome'], 'challenge_category': ['beginner', 'beginner'], 'challenge_points': ['50', '10'], 'solve_time': ['2024-12-15T09:59:07.526807Z', '2024-12-15T09:00:43.606296Z']}"
128,60,b4d33r,"{'challenge_name': ['Lazy Dev', 'Welcome'], 'challenge_category': ['beginner', 'beginner'], 'challenge_points': ['50', '10'], 'solve_time': ['2024-12-15T10:07:25.891803Z', '2024-12-15T10:05:42.783903Z']}"
129,60,sleuth,"{'challenge_name': ['Lazy Dev', 'Welcome'], 'challenge_category': ['beginner', 'beginner'], 'challenge_points': ['50', '10'], 'solve_time': ['2024-12-15T10:14:56.961691Z', '2024-12-15T10:08:48.619639Z']}"
130,60,Z3R0_70_R4D14N7,"{'challenge_name': ['meow', 'Welcome'], 'challenge_category': ['beginner', 'beginner'], 'challenge_points': ['50', '10'], 'solve_time': ['2024-12-15T10:33:47.232335Z', '2024-12-15T09:35:03.760925Z']}"
131,60,XoX,"{'challenge_name': ['Lazy Dev', 'Welcome'], 'challenge_category': ['beginner', 'beginner'], 'challenge_points': ['50', '10'], 'solve_time': ['2024-12-15T10:38:37.229472Z', '2024-12-15T10:23:33.635752Z']}"
132,60,Sevgillim,"{'challenge_name': ['Lazy Dev', 'Welcome'], 'challenge_category': ['beginner', 'beginner'], 'challenge_points': ['50', '10'], 'solve_time': ['2024-12-15T10:52:17.723611Z', '2024-12-15T10:50:53.969148Z']}"
133,60,B44PUJ1_OV3RFL0W,"{'challenge_name': ['Lazy Dev', 'Welcome'], 'challenge_category': ['beginner', 'beginner'], 'challenge_points': ['50', '10'], 'solve_time': ['2024-12-15T11:19:41.433551Z', '2024-12-15T11:13:21.327645Z']}"
134,60,Cipherghost,"{'challenge_name': ['Lazy Dev', 'Welcome'], 'challenge_category': ['beginner', 'beginner'], 'challenge_points': ['50', '10'], 'solve_time': ['2024-12-15T11:29:10.847124Z', '2024-12-15T10:52:10.036456Z']}"
135,60,cybernix,"{'challenge_name': ['Lazy Dev', 'Welcome'], 'challenge_category': ['beginner', 'beginner'], 'challenge_points': ['50', '10'], 'solve_time': ['2024-12-15T12:03:16.629435Z', '2024-12-15T11:53:46.300000Z']}"
136,60,The Ambars,"{'challenge_name': ['meow', 'Welcome'], 'challenge_category': ['beginner', 'beginner'], 'challenge_points': ['50', '10'], 'solve_time': ['2024-12-15T13:55:59.185168Z', '2024-12-15T13:12:21.509874Z']}"
137,60,nobody,"{'challenge_name': ['meow', 'Welcome'], 'challenge_category': ['beginner', 'beginner'], 'challenge_points': ['50', '10'], 'solve_time': ['2024-12-15T14:19:46.326336Z', '2024-12-15T13:57:52.630157Z']}"
138,60,nuts,"{'challenge_name': ['Lazy Dev', 'Welcome'], 'challenge_category': ['beginner', 'beginner'], 'challenge_points': ['50', '10'], 'solve_time': ['2024-12-15T14:36:32.735959Z', '2024-12-15T14:25:43.696047Z']}"
139,60,hijev,"{'challenge_name': ['Lazy Dev', 'Welcome'], 'challenge_category': ['beginner', 'beginner'], 'challenge_points': ['50', '10'], 'solve_time': ['2024-12-15T14:39:38.243828Z', '2024-12-15T13:46:51.747722Z']}"
140,60,OneMan,"{'challenge_name': ['Pinger', 'Welcome'], 'challenge_category': ['beginner', 'beginner'], 'challenge_points': ['50', '10'], 'solve_time': ['2024-12-15T14:54:02.159032Z', '2024-12-15T14:34:39.563007Z']}"
141,60,Mercenary,"{'challenge_name': ['Lazy Dev', 'Welcome'], 'challenge_category': ['beginner', 'beginner'], 'challenge_points': ['50', '10'], 'solve_time': ['2024-12-15T16:53:17.031238Z', '2024-12-15T14:46:41.652112Z']}"
142,60,KeepX,"{'challenge_name': ['Lazy Dev', 'Welcome'], 'challenge_category': ['beginner', 'beginner'], 'challenge_points': ['50', '10'], 'solve_time': ['2024-12-15T18:04:08.935575Z', '2024-12-15T13:36:33.128899Z']}"
143,60,haind,"{'challenge_name': ['meow', 'Welcome'], 'challenge_category': ['beginner', 'beginner'], 'challenge_points': ['50', '10'], 'solve_time': ['2024-12-15T18:16:22.527052Z', '2024-12-15T18:11:08.149560Z']}"
144,60,Sw4rtz,"{'challenge_name': ['meow', 'Welcome'], 'challenge_category': ['beginner', 'beginner'], 'challenge_points': ['50', '10'], 'solve_time': ['2024-12-15T18:37:35.446899Z', '2024-12-15T13:45:37.149190Z']}"
145,60,badboys,"{'challenge_name': ['Lazy Dev', 'Welcome'], 'challenge_category': ['beginner', 'beginner'], 'challenge_points': ['50', '10'], 'solve_time': ['2024-12-15T18:57:25.917748Z', '2024-12-15T12:34:52.563740Z']}"
146,60,Red_Raven,"{'challenge_name': ['Lazy Dev', 'Welcome'], 'challenge_category': ['beginner', 'beginner'], 'challenge_points': ['50', '10'], 'solve_time': ['2024-12-15T19:36:24.343416Z', '2024-12-15T19:33:59.902165Z']}"
147,60,Imp3rator,"{'challenge_name': ['Learn', 'Welcome'], 'challenge_category': ['beginner', 'beginner'], 'challenge_points': ['50', '10'], 'solve_time': ['2024-12-15T20:22:02.766767Z', '2024-12-15T14:04:30.675593Z']}"
148,50,TiStoKaloooooo,"{'challenge_name': ['Lazy Dev'], 'challenge_category': ['beginner'], 'challenge_points': ['50'], 'solve_time': ['2024-12-15T09:27:36.578394Z']}"
149,50,M0||3Y#31s7,"{'challenge_name': ['Lazy Dev'], 'challenge_category': ['beginner'], 'challenge_points': ['50'], 'solve_time': ['2024-12-15T11:22:11.900050Z']}"
150,50,wekkend,"{'challenge_name': ['Lazy Dev'], 'challenge_category': ['beginner'], 'challenge_points': ['50'], 'solve_time': ['2024-12-15T15:14:30.296841Z']}"
151,50,forfun,"{'challenge_name': ['Pinger'], 'challenge_category': ['beginner'], 'challenge_points': ['50'], 'solve_time': ['2024-12-15T16:10:25.087599Z']}"
152,20,Sup3r_N0va,"{'challenge_name': ['Feedback', 'Welcome'], 'challenge_category': ['beginner', 'beginner'], 'challenge_points': ['10', '10'], 'solve_time': ['2024-12-15T20:39:18.725577Z', '2024-12-15T20:38:30.997949Z']}"
